,articles
10,"Clairette Hélène Marceline O'Petit (born 15 October 1949) is a French politician representing La République En Marche! She was elected to the French National Assembly on 18 June 2017, representing the 5th constituency of the department of Eure.


== Biography ==


=== Early life and education ===
Claire O'Petit was born in Épinay-sur-Seine, located in the department of Seine-Saint-Denis where she remained during her youth. Her mother was a cook and member of the PCF, who left the party following the liberation, horrified by the fate reserved to the ""shaved women"" (women whose hairs were shaved in public because of suspected ""horizontal collaboration"" (having sex with German occupants) with the enemy), though remaining member of CGT.Incumbent of a French professional in sewing, she worked most of her life as retailer, and started working at 17 until she retired. She held several types of job: shoe retailer on the Champs-Élysées, dog grooming, paramedic, sales representative, washing machine retailer, commercial for household appliances, etc.


=== Career and early political involvement ===
She then completed a professional training and became business manager for a paramedical company, opening a dog grooming salon at the same time in Saint-Denis in the 1990s. After demonstrating against local tax on small shop and retailers assessed excessively in comparison to neighbouring cities, she got involved in activities for defense of local commercants and craftsmen defense in local structure. She chaired a retailers and craftsmen association from 1989 to her election as member of parliament.


=== Media ===
Between 2005 and 2017, Claire O'Petit is a recurrent speaker at the French TV show Les Grandes Gueules on French channel RMC. She was notably noticed for her recurrent calls during the show, regularly lambasting taxes when still in office at her association. She intervenes on the set once or twice a week. Following her election, she only intervenes few times a month as a commentator.


== Business and legal issues ==


=== Condemnation for mismanagement ===
On 2 November 2016, Claire O'Petit is condemned by the Tribunal de commerce (France) of Bobigny to ""une interdiction de diriger, gérer, administrer ou contrôler directement ou indirectement toute entreprise commerciale ou artisanale […] pour une durée de cinq ans"" (a five-years ban on directing, managing, administering or directly or indirectly controlling any commercial or craft enterprise), court judging her guilty of mismanagement causing bankruptcy of the ADCP company. She appealed the verdict.On 19 October 2017, the Court of Appeal of Paris partially confirm the first verdict, but reimbursement of troop costs are invalidated by the court.


== Political engagement ==


=== Socialist party and Modem ===
In 2001, Claire O'Petit is elected as a mayor candidate for the French socialist party aux 2001 French municipal elections in Épinay-sur-Seine. She then resigned after 6 months in office to show an opposition to political alliance between PS and PCF.She then joined the UDF, and later the MoDem. In 2008, she stands for the MoDem at the 2008 French municipal elections in Saint-Denis, obtaining  7,46 % of ballots.
In 2012, Claire O'Petit runs for MoDem to the 2012 French legislative election in Eure's 5th constituency. She won only 1,63 % of ballots. In 2015, she left the party because of disagreements with the party cadre.


=== LREM MP ===
Claire O'Petit stands for LREM to the 2017 French legislative election, again in Eure's 5th constituency. Her nomination raise controversies among supporters because she held comments against minorities and professions which are in contradiction with the party's values. Thanks to high abstention, she won 28,56 % of the ballots after the first round, and is elected with 55,98 % of ballots against FN's candidate Vincent Taillieu.


== Controversies ==
In November 2012, O'Petit provoked controversy by pronouncing anti-Muslim expressions on RMC: ""Frankly speaking, when I see a bearded man wearing a djellaba crossing the street at red-light, I just want to accelerate I say"".Newspapers notice her little participation to debates during her first months as MP. She responded stating that her absence was due to heath issuesIn 2019, she took position against the reduction of the number of MP, resolution advocated by her own party.In July 2017, she openly mocked complaints of opponents to cuts in housing benefits aimed to help students, assumed to finance the suppression of Impôt de solidarité sur la fortune saying: ""If at 19 years old, 20 years old, 24 years old you start weeping because we remove to your purse 5 euros, what're you gonna do of your life ?"". She added: ""We must either cuts in expenses or we raise taxes [...] There're no free money, everyone must participate.""She also declared ""Socialists are primary racists and serve out arabics.""


== References =="
11,"Valérie Oppelt (born 10 December 1973) is a French politician of La République En Marche! (LREM) who was elected to the French National Assembly on 18 June 2017, representing the department of Loire-Atlantique.In parliament, Oppelt served on the Economic Affairs Committee from 2017 until 2019, where she was her parliamentary group's coordinator. From 2019 until 2020, she was a member of the Committee on Legal Affairs. She later joined the Committee on Social Affairs in 2020.Early in the term, Oppelt and Olivia Grégoire launched an informal group of around 50 LREM members in support of strengthening entrepreneurship. In July 2019, she decided not to align with her parliamentary group's majority and became one of 52 LREM members who abstained from a vote on the French ratification of the European Union's Comprehensive Economic and Trade Agreement (CETA) with Canada.She lost her seat in the second round of the 2022 French legislative election to Andy Kerbrat from La France Insoumise.


== References =="
12,"Dominique Orliac (born March 15, 1952, in Palaiseau, Essonne) was a member of the National Assembly of France.  She represented the constituency of the Lot Département, and is a member of the Radical Party of the Left. She lost her seat in the 2017 Parliamentary Elections.


== References =="
13,"Anne d'Ornano (née de Contades; born 7 December 1936) is a French politician.


== Early life ==
Contades was born on 7 December 1936 in Paris. She is the daughter of the Arnaud de Contades, Marquis de Contades (1907–1975), of the Château de Montgeoffroy in Anjou, France, and Sonia Raoul-Duval, the Marquise de la Rozière (1912–1997), of San Ángel, Mexico.Her maternal grandparents were the Hon. Mrs. Fanny Lawrence Vernon of Sudbury Hall, Derbyshire, England (a daughter of the 7th Baron Vernon and American heiress Frances Venables-Vernon, Lady Vernon) and French polo player Maurice Raoul-Duval. She was later installed as mayor of Deauville.


== Career ==
She was the President of the General Council of the French department of Calvados. She has been President of the department since 1991. She was a member of the Union for French Democracy (UDF) until the UDF dissolved in 2007, and she did not join either of the UDF's claimed successors: the New Centre and the MoDem. Unlike most centrists, she supported Nicolas Sarkozy by the first round of the 2007 election, over UDF candidate François Bayrou. However, she is not a member of Sarkozy's Union for a Popular Movement (UMP).
Upon the death of her husband, she succeeded as President of the General Council. She also succeeded him as Mayor of Deauville in 1977, a post she held until 2001 when she retired in favour of Philippe Augier.


== Personal life ==
In September 1960, she married Count Michel d'Ornano, the eldest son of Count Guillaume d'Ornano. They were the parents of Catherine d'Ornano and Jean-Guillaume d'Ornano.


=== Honours ===
D'Ornano has been awarded the Legion of Honour, and is also a commandeur of the Ordre national du Mérite.


== References =="
14,"Monique Orphé (born 15 October 1964 in Saint-Denis, Réunion) is a French politician. A member of the Socialist Party (PS), she was a Deputy in the National Assembly from Réunion between 2012 and 2017.


== Biography ==
Teacher by profession, Monique Orphé was elected to the Regional Council of Réunion in 2004.Nominated as a candidate in Réunion's 1st constituency for the 2007 legislative election, with Gilbert Annette as her replacement, she withdrew her candidacy in favour of Annette. A municipal councillor of Saint-Denis since 1995, she became the first deputy mayor to Gilbert Annette following the 2008 municipal elections.During the second round of the 2012 legislative election, she was elected Deputy of the newly created 6th constituency of Réunion with 58.9% of the vote. A member of the Social Affairs Committee, she supported the El Khomri law in 2016.She supported Emmanuel Macron during the 2017 presidential election. As a result of her support for Macron, she was refused the nomination of the PS during the 2017 legislative election, which she lost during the second round to Nadia Ramassamy (LR).A candidate during the 2021 departmental election in the Canton of Saint-Denis-1 with Gérard Françoise, she finished first in the first round with 54.6% of votes cast, but a high abstention rate didn't permit the pairing to be directly elected. The Socialist Party pairing went on to win the second round of voting with 56.3% of votes cast.


== References =="
15,"Catherine Osson (born 7 February 1974) is a French politician of La République en Marche! (LREM) who served as a member of the French National Assembly from 2017 to 2022, representing the department of Nord.


== Political career ==
In parliament, Osson serves as member of the Committee on Finance and Budgetary Control. In addition to her committee assignments, she is a member of the French-Belgian Parliamentary Friendship Group. Since 2019, she has also been a member of the French delegation to the Franco-German Parliamentary Assembly.
In 2020, Osson joined En commun (EC), a group within LREM led by Barbara Pompili.She lost her seat in the second round of the 2022 French legislative election to David Guiraud from La France Insoumise.


== Political positions ==
In July 2019, Osson voted in favour of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.


== See also ==
2017 French legislative election


== References =="
16,"Safia Otokoré (born Safia Ibrahim on October 17, 1969, in the French Territory of the Afars and the Issas, in present-day Djibouti) is a French politician and member of the Socialist Party.


== Biography ==
She was born to parents who were refugees from Somalia. She married Didier Otokoré, who at the time of their marriage played football for AJ Auxerre.Otokoré ran marathons.


== Political career ==
Otokoré served as a regional councilor, vice president of the regional council, and an advisor for international development for Burgundy.She was a supporter of Pierre Moscovici and often served as his press officer. In June 2012, she was a member of his ministerial cabinet in charge of communication.She has consistently spoken out for women's rights and promoted sports.


== Works ==
Safia Otokoré and Pauline Guéna, Safia: un conte de fées républicain, récit Safia Otokoré (Paris: J'AI LU, 2006) ISBN 2290353000, 978-2290353004—autobiography (in French)


== References =="
17,"Mireille Oudit (born 10 October 1945) is a French politician. She represented the department of Marne in the French Senate from 3 November 2010 to 30 September 2011 as a Union for a Popular Movement member.She operates a farm. She was mayor of Val-de-Vière from 1995 to 2008.
During her time in office, Oudit served as a member of the Commission de la Culture, de l'Éducation et de la Communication.She did not run for reelection in 2011.She married François Oudit in 1964; the couple had seven children. He died in 2016.


== References =="
18,"Nathalie Oziol (born 18 February 1990) is a French politician from La France Insoumise. She was elected as a deputy for Hérault's 2nd constituency in the 2022 French legislative election.


== References ==


== See also ==
List of deputies of the 16th National Assembly of France"
19,"Aline Pailler, (born 27 July 1955 in Casablanca) is a French journalist and politician.


== Political career ==
In 1994, she was elected to the European Parliament, serving as a Member of the European Parliament until 1999 as a member of the French Communist Party.
She ran in the 2001 Toulouse City Council elections on the list of the Revolutionary Communist League. However, after being found in violation of electoral financing rules, she was struck from the list and barred from running for public office for a year.She was active in the 2017–2018 protests in France against the labour reform law presented by the French government. In an interview, she stated that she regretted violent acts done by certain protestors, but that she considered those acts a necessarily evil as she saw no other way to fight against institutional violence, which she called ""the ones who actually break things, who break lives, not just windows.""


== Media career ==
Pailler has been a member of several radio programmes, including Sans tambour ni trompette with Jean-François Kahn, Chocolatine, Les Dromomaniaques, Sens dessus dessous, and L'oreille en coin on France Inter. She also used to present a programme on Radio Bleue.
From September 2007 to July 2017, she was the produced of Jusqu'à la lune et retour on France Culture, which presented youth literature and culture. On her retirement from the programme in 2017, she declared that she had only become more politically radical with age and that she would continue advocating communist ideals.
She has also done some work on television, including Le Cercle de minuit on France 2 and Regards de Femme on FR3.


== Bibliography ==
Un Monde à changer, with Francis Wurtz, Éditions sociales, 1993
La Marmite, J. C. Lattès, 1994
Femmes en marche, Temps des cerises, 2001
Altergouvernement, a collective work also featuring Paul Ariès, Geneviève Azam, Marc Dufumier, Marie Duru-Bellat, Claude Egullion, Jean-Baptiste Eyraud, Susan George, Franck Lepage, Jean-Marie Harribey, Philippe Leymarie, Laurent Mucchielli, Nathalie Péré-Marzano, Fabien Piasecki, Michel Pinçon, Monique Pinçon-Charlot, Clarisse Taron, et Jacques Testart, éditions CtLe Muscadier, 2012 [1].


== References ==


== External links ==

Le temps buissonnier on France Culture
Aline Pailler on the European Parliament website"
20,"Bernadette Païx, born 19 March 1950 in Bourbaki (Algeria), is a French politician.
She was the substitute candidate for Philippe Douste-Blazy in the 2002 national assembly election for Haute-Garonne's 1st constituency and became the deputy on 1 May 2004 after he was appointed Minister of Health.
She was a member of the national assembly study group on Tibet.
She did not contest the 2007 election.


== References ==


== External links ==
Her page on the site of the National Assembly"
21,"Françoise de Panafieu (born 12 December 1948) is a French politician, member of The Republicans (LR) party and mayor of the 17th arrondissement of Paris between 2001 and 2008.


== Political career ==
De Panafieu was a member of the French Cabinet as Minister of Tourism in 1995 and she has been a member of the National Assembly for Paris since 2002. She unsuccessfully ran for Paris mayorship in the 2008 municipal elections against Bertrand Delanoë, losing by almost 20 points.
Under the leadership of Anne Levade, De Panafieu was part of the organizing committee of the Republicans’ first-ever primary to select the party's candidate for the 2017 presidential election.


== Other activities ==
Rencontres d'Arles, Member of the Board of Directors.


== References ==


== External links ==
 Media related to Françoise de Panafieu at Wikimedia Commons

(in French) Françoise de Panafieu page on the Assemblée nationale
(in French) Page of Françoise de Panafieu on www.nosdeputes.fr"
