,articles
10,"Cathy Racon-Bouzon (born 22 November 1976) is a French politician from En Marche. She served as the member of the National Assembly for Bouches-du-Rhône's 5th constituency, which includes the 4th arrondissement of Marseille as well as parts of its 5th and 6th arrondissements.


== Political career ==
In parliament, Racon-Bouzon served as member of the Committee on Cultural Affairs and Education. In addition to her committee assignments, she was part of the French-American Parliamentary Friendship Group. In 2020, Racon-Bouzon joined En commun (EC), a group within LREM led by Barbara Pompili.In the 2022 French legislative election, she was once again challenged by Hendrik Davi from La France Insoumise in the second round, but lost her seat.


== Political positions ==
In July 2019, Racon-Bouzon decided not to align with her parliamentary group's majority and became of 52 LREM members who abstained from a vote on the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.


== Other activities ==
Centre Pompidou, Member of the Supervisory Board


== References =="
11,"Isabelle Raimond-Pavero (born 23 February 1961) is a French politician of the Republicans (LR) who has been serving as a member of the Senate for Indre-et-Loire since October 2017.


== Political career ==


=== Career in local politics ===
Raimond-Pavero was the 4th deputy mayor of Chinon, Indre-et-Loire from 2014 to 2017 and a member of the community of communes of Chinon, Vienne et Loire.In March 2015, Raimond-Pavero was elected a departmental councillor of the canton of Chinon with Éric Loizon. She was appointed a deputy chairwoman of the departmental council of Indre-et-Loire.


=== Member of the French Senate, 2017–present ===
On September 24, 2017, Raimond-Pavero was elected a senator for Indre-et-Loire. In the Senate, she serves on the Committee on Foreign Affairs and Defense.


== References ==


== External links ==
Isabelle Raimond-Pavero, Indre-et-Loire departmental council (in French)
Isabelle Raimond-Pavero, French Senate official website (in French)
Isabelle Raimond-Pavero, NosSénateurs.fr (in French)"
12,"Nadia Ramassamy (born 17 May 1961) is a French politician from Réunion. She was elected the MP for Réunion's 6th constituency since 2017.


== Career ==
Aside being a politician, she continues to practice medicine, especially during the COVID-19 pandemic.She lost her seat in the 2022 French legislative election.


== References =="
13,"Angélique Ranc (born 16 March 1988) is a French politician of the National Rally and a member of the National Assembly for Aube's 3rd constituency since 2022.
Ranc worked in banking before taking an interest in politics through her husband who is a member and activist for the National Rally.On 13 December 2015 she was elected regional councilor in Alsace-Champagne-Ardenne-Lorraine and re-elected on 27 June 2021. During the 2017 French legislative election she contested the seat of Aube's 3rd constituency but was eliminated in the first round. She contested the constituency again at the 2022 French legislative election and was successful at winning it.


== References =="
14,"Isabelle Rauch (born 10 August 1968) is a French politician of Horizons (Ensemble) who has been serving as a member of the French National Assembly since the 2017 elections, representing the ninth constituency of the department of Moselle.


== Early life and career ==
Rauch grew up in the Ardennes and in Alsace. She has worked as a medicine salesperson, for an agricultural products company, in telephone sales, and as a business consultant. She studied at the ICN Business School in Nancy in 2014, and also has a specialist advanced diploma (diplôme d'études supérieures spécialisées) in marketing.


== Political career ==
Rauch first became involved in politics as a member of the Socialists, joining the party in 1997. She has spoken of her admiration for the then Prime Minister Lionel Jospin. Rauch was elected as a city councilor in 2001 and as a regional councilor in 2008. She left the Socialists for the Union of Democrats and Independents in 2015. However, she left the party after it endorsed Francois Fillon for the 2017 presidential election. She joined La République En Marche! (LREM) and was elected in the 2017 French legislative election with 70.13% of the vote, defeating her National Front opponent Emilie Matz.In addition to her committee assignments, Rauch has been a member of the French delegation to the Parliamentary Assembly of the Council of Europe since 2017. In this capacity, she serves on the Committee on Equality and Non-Discrimination. Since 2019, she has also been a member of the French delegation to the Franco-German Parliamentary Assembly.


== Political positions ==
In July 2019, Rauch voted in favor of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.


== Personal life ==
Rauch has four children.


== See also ==
2017 French legislative election


== References =="
15,"Sandra Regol (born 13 April 1978) is a French politician of EELV who has been serving as Member of Parliament for Bas-Rhin's 1st constituency since the 2022 elections.


== Political career ==
In parliament, Regol has since been serving on the Committee on Legal Affairs. In addition to her committee assignments, she is part of the French delegation to the Franco-German Parliamentary Assembly.In 2023, Regol was among the left-leaning lawmakers who challenged the government’s bill allowing AI-powered cameras at the 2024 Summer Olympics in Paris before the Constitutional Council.


== References ==


== See also ==
List of deputies of the 16th National Assembly of France"
16,"Mereana Reid Arbelot (born 28 July 1976) is a French politician from Tāvini Huiraʻatira who has represented French Polynesia's 3rd constituency in the National Assembly since 2023, when she replaced Moetai Brotherson who was elected President of French Polynesia.


== See also ==
List of deputies of the 16th National Assembly of France


== References =="
17,"Muriel Ressiguier (born 21 December 1977) is a French politician formerly of La France Insoumise. She was elected to the French National Assembly on 18 June 2017, representing the department of Hérault. Ressiguier was the Member of Parliament for Hérault's 2nd constituency.
Ressiguier began her political career as an anti-Gulf War activist. In September 2020, she joined the Ensemble! group. Disillusioned with NUPES, Ressiguier ran in the 2022 French legislative election as a miscellaneous left candidate. She was eliminated in the first round, coming in fifth place, losing her seat to the new candidate La France Insoumise Nathalie Oziol.


== See also ==
List of deputies of the 15th National Assembly of France


== References =="
18,"Sylvie Retailleau (née Galdin; born 24 February 1965) is a French physicist and politician who has been serving as Minister of Higher Education in the government of successive Prime Ministers Élisabeth Borne and Gabriel Attal since 20 May 2022. She served as president of Paris-Sud University from 2016 to 2022.


== Early life and education ==
Retailleau was born on 24 February 1965 in Nice, as Sylvie Valérie Galdin.


== Career ==
On 1 December 2022, Retailleau was among the guests invited to the state dinner hosted by U.S. President Joe Biden in honor of President Emmanuel Macron at the White House.In October 2023, Retailleau participated in the first joint cabinet retreat of the German and French governments in Hamburg, chaired by Chancellor Olaf Scholz and Macron.In December 2023, Retailleau considered to resign from government after the latter had proposed controversial new legislation on France's immigration rules, but her request was refused by President Macron.


== References =="
19,"Cécile Rilhac (born 21 April 1974) is a French politician of La République En Marche! (LREM) who has been serving as a member of the French National Assembly since 18 June 2017, representing the department of Val-d'Oise.


== Political career ==
In Parliament, Rilhac serves on the Committee on Cultural Affairs and Education. In addition to her committee assignments, she is part of the French-Algerian Parliamentary Friendship Group.In 2020, Rilhac joined En commun (EC), a group within LREM led by Barbara Pompili. In 2023, she left the Renaissance group, together with Pompili, Mireille Clapot and Stella Dupont.


== Political positions ==


=== Domestic policy ===
In June 2019, Rilhac was one of four members of the LREM parliamentary group who joined a cross-party initiative to legalize the distribution and use of cannabis. Along with four other LREM members – Coralie Dubost, Jean-Michel Mis, Stéphane Trompille, and Éric Bothorel –, she disassociated herself from their colleague Aurore Bergé when the latter announced her intention in October 2019 to vote for a Republican draft law banning the wearing of the hijab by women accompanying groups of students on school outings.In 2020, Rilhac was one of ten LREM members who voted against her parliamentary group's majority and opposed a much discussed security bill drafted by her colleagues Alice Thourot and Jean-Michel Fauvergue that helps, among other measures, curtail the filming of police forces.


=== Foreign policy ===
In 2018, Rilhac joined other co-signatories around Sébastien Nadot in officially filing a request for a commission of inquiry into the legality of French weapons sales to the Saudi-led coalition fighting in Yemen, days before an official visit of Saudi Crown Prince Mohammed bin Salman to Paris.In July 2019, Rilhac voted in favor of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.


== See also ==
2017 French legislative election


== References =="
20,"Juliana Rimane (born 22 January 1959 in Kourou, French Guiana) is a politician from French Guiana who was elected to the French National Assembly in 2002.


== References =="
21,"Véronique Riotton (born 2 November 1969 in Bonneville, Haute-Savoie) is a French politician of La République En Marche! (LREM) who has been serving as a member of the French National Assembly since the 2017 elections, representing the department of Haute-Savoie.


== Political career ==
In parliament, Riotton serves on the Sustainable Development, Spatial and Regional Planning Committee, which she briefly chaired in 2020. In addition to her committee assignments, she is a member of the French-Nepalese Parliamentary Friendship Group and the French delegation to the Inter-Parliamentary Union (IPU).
From 2018 until 2019, Riotton was one of five deputy chairpersons of the LREM parliamentary group, under the leadership of chairman Gilles Le Gendre.


== Political positions ==
In July 2019, Riotton voted in favour of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.


== See also ==
2017 French legislative election


== References =="
22,"Stéphanie Rist (born 6 August 1973) is a French rheumatologist and politician of La République En Marche! (LREM) who has been serving as a member of the French National Assembly since the 2017 elections, representing the department of Loiret.


== Political career ==
Rist joined LREM in 2016.
In parliament, Rist was a member of the Committee on Cultural Affairs and Education from 2017 until 2020. Since 2018, she has been serving as member of the Committee on Social Affairs. In this capacity, she authored a 2020 law on healthcare reforms amid the COVID-19 pandemic in France. Since 2022, she has been serving as the National Assembly’s lead rapporteur on the social security in France.In addition to her committee assignments, Rist is part of a parliamentary working group on Libya.


== Political positions ==
In July 2019, Rist voted in favor of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.


== See also ==
2017 French legislative election


== References =="
23,"Michèle Rivasi (9 February 1953 – 29 November 2023) was a French politician who served as a member of the European Parliament (MEP) from 2009 until her death in 2023, for Europe Écologie–The Greens. She was previously a member of the French National Assembly and before that, a teacher. An environmentalist active since the Chernobyl disaster in 1986, she was also a leader of Greenpeace in France.


== Early life ==
Born on 9 February 1953, in Montélimar, Drôme, in southeastern France. She was an alumna of the École normale supérieure de Fontenay-aux-Roses and taught biology at Institut Universitaire de Formation des Maîtres before entering politics.


== Political career ==


=== Career in national politics ===
In 1986 Rivasi founded the Commission for Independent Research and Information on Radioactivity following the Chernobyl disaster.From 1997 until 2002, Rivasi was a member of the National Assembly, representing the Drôme's 1st constituency (Valence). In parliament, she served on the Defence Committee. She was classified as an independent ecologist close to the PS, but later joined Europe Écologie–The Greens.From September 2003 to November 2004, Rivasi was the director of Greenpeace in France.


=== Member of the European Parliament, 2009–2023 ===
In 2009, The Greens selected Rivasi to lead the Europe Écologie list in the South-East constituency ahead of the 2009 European elections, in addition to which she was an assistant to the Mayor of Valence, and a member of the General Council of the Drôme.In parliament, Rivasi served on the Committee on Industry, Research and Energy (2009–2014), the Committee on the Environment, Public Health and Food Safety (2014–2019) and the Special Committee on the European Union's authorisation procedure for pesticides (2018). After the 2019 elections, she served on the Committee on Development and the Committee on Budgetary Control. From 2010 until 2011, she notably served as the Parliament's rapporteur on measures to co-ordinate the European response to health crises such as the 2009 flu pandemic. In 2020, she also joined the Special Committee on Beating Cancer. From 2021 onwards, she was part of the Parliament's delegation to the Conference on the Future of Europe.Following the 2019 elections, Rivasi was part of a cross-party working group in charge of drafting the European Parliament's four-year work program on digitization.In addition to her committee assignments, Rivasi was also part of the Parliament's delegation to the ACP–EU Joint Parliamentary Assembly beginning in 2009. She was also a member of the European Parliament Intergroup on the Welfare and Conservation of AnimalsAhead of the 2017 French presidential election, Rivasi ran for her party's nomination for the presidency but eventually lost in the final round of the primaries against Yannick Jadot.In February 2019, Rivasi was one of four Green MEPs (the others being Molly Scott Cato, Tilly Metz, and Thomas Waitz) who were temporarily arrested after breaking into the Kleine Brogel Air Base to protest against the presence of U.S. B61 nuclear bombs on European soil; the protest followed the U.S. withdrawal from the Intermediate-range Nuclear Forces (INF) Treaty earlier that month.


== Political positions ==
Rivasi described herself as ""vaccination skeptic"". She sparked controversy in July 2021 after comparing the extension of the health pass obligation announced by President Macron with apartheid and many left-wing officials, including from the Greens, expressed their indignation and criticised her. On two occasions in 2021, she made a communication to the so-called ″conseil scientifique indépendant″ (Independent scientific council) of the highly controversial RéinfoCovid website that propagates COVID-19 vaccine misinformation.Rivasi was a strong supporter of alternative medicine and homeopathy. She opposed the planned Midi-Catalonia (Midcat) pipeline that would more than double the amount of gas that can be piped across the Pyrenees mountains that border Spain and France.


== Death ==
Rivasi died from a heart attack in Brussels on 29 November 2023, at age 70, while on the way to the Parliament.


== References ==


== External links ==
Michèle Rivasi homepage"
24,"Marie-Pierre Rixain (born 18 January 1977) is a French politician of La République En Marche! (LREM) who has been serving as a member of the National Assembly since 18 June 2017, representing the department of Essonne.


== Political career ==
In parliament, Rixan served on the Committee on Cultural Affairs and Education from 2017 until 2020 before moving to the Committee on Social Affairs. In addition to her committee assignments, she chairs the French-Maltese Parliamentary Friendship Group.In July 2019, Rixain voted in favour of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.In 2020, Rixain went against her parliamentary group's majority and abstained from an important vote on a much discussed security bill drafted by her colleagues Alice Thourot and Jean-Michel Fauvergue that helps, among other measures, curtail the filming of police forces.


== See also ==
2017 French legislative election


== References =="
25,"Laurence Robert-Dehault (born 17 January 1964) is a French politician of the National Rally and the Member of the National Assembly for Haute-Marne's 2nd constituency since 2022.
Robert-Dehault was born in 1964 in Saint-Dizier. Her sister-in-law Élisabeth Robert-Dehaut was mayor of Saint-Dizier from 2017 to 2021 for the Les Républicains party. Robert-Dehault was a hypnotherapist before becoming a politician.She stood for the National Rally in Haute-Marne's 2nd constituency for the 2022 French legislative election where she was elected deputy in the second round defeating incumbent François Cornut-Gentille.


== References =="
26,"Mireille Robert (born 1 March 1962) is a French politician representing La République En Marche! She was elected to the French National Assembly on 18 June 2017, representing Aude's 3rd constituency.She lost her seat in the first round of the 2022 French legislative election.


== See also ==
2017 French legislative election


== References =="
27,"Chantal Robin-Rodrigo (born 4 August 1948 in Aix-en-Provence, Bouches-du-Rhône) was a member of the National Assembly of France.   She represented the Hautes-Pyrénées department, and is a member of the Radical Party of the Left. She is of Spanish origin.


== References =="
28,"Sylvie Robineau (born May 23, 1956 in Dakar) is a New Caledonian politician.  She has served in the Congress of New Caledonia as a member of The Rally-UMP.


== References =="
29,"Marie-Josée Roig (born 12 May 1938) is a French politician.


== Biography ==
Marie-Josée Roig was born on 12 May 1938 in Perpignan.She served as a member of the National Assembly from 2007 to 2012, representing the 1st District of Vaucluse.She served as the mayor of Avignon.


== References =="
