,articles
10,"Sophie Métadier (born 26 April 1961) is a French urban planner and politician of the Union of Democrats and Independents who has served as a Member of Parliament since 2021.


== Political career ==
She was elected in a by-election triggered by the resignation of Sophie Auconie.She lost her seat in the first round of the 2022 legislative election.


== References =="
11,"Sophie Mette (13 September 1959) is a French politician of the Democratic Movement (MoDem) who has been a member of the National Assembly since 18 June 2017, representing the department of Gironde.


== Political career ==
Having moved to Bazas commune in 1987, Mette was elected as a councilor for the commune in 2001 with the Miscellaneous right.Mette competed in the 2007 French parliamentary election with the Union for French Democracy. For the 2008 municipal elections, she left the right and joined the left, where she would remain as a re-elected as councilor until 2014. In the 2010 regional elections, she joined MoDem, and then joined the En Marche!-MoDem coalition in 2017.Mette currently holds a position in the Bureau of the Nation Assembly as a secretary, under the leadership of its President Richard Ferrand. She is also a member of the Committee on Cultural Affairs and Education.


== References =="
12,"Frédérique Meunier (born 8 December 1960) is a French lawyer and politician of the Republicans (LR) who has been serving as a member of the French National Assembly since 18 June 2017, representing the department of Corrèze.


== Political career ==
In parliament, Meunier has been serving on the Committee on Cultural Affairs and Media.Frédérique Meunier is a candidate in the canton of Malemort-sur-Corrèze in the 2011 cantonal elections. She was defeated in the second round by incumbent PS general councillor Robert Penalva.Ahead of the Republicans’ 2021 primaries, Meunier endorsed Valérie Pécresse as the party’s candidate for 2022 presidential elections. In the run-up to the Republicans’ 2022 convention, he endorsed Bruno Retailleau as the party's chairman;


== See also ==
2017 French legislative election


== References =="
13,"Michelle Meunier (born 24 January 1956) is a French politician who has been a member of the French Senate since 2011.In 2023, Meunier publicly endorsed the re-election of the Socialist Party's chairman Olivier Faure.


== See also ==
List of senators of Loire-Atlantique
Women in the French Senate


== References =="
14,"Marjolaine Meynier-Millefert (born 30 September 1982) is a French politician who has represented the 10th constituency of the Isère department in the National Assembly since 2017. She is a member of both of Renaissance (RE, formerly La République En Marche!) and Territories of Progress (TdP).


== Early life and career ==
Born in September 1982 in Échirolles, to a Dutch mother, Meynier-Millefert grew up in Montagnieu, then continued her studies in Lyon, Paris, and Grenoble. She then became a teacher of English.
In 2013, Meynier-Millefert created a communication company for small and medium-sized businesses.


== Political career ==


=== Early beginnings ===
In December 2015, Meynier-Millefert ran in the regional council elections on the list of socialist Jean-Jack Queyranne, without herself being a member of the Socialist Party, and was elected.


=== Member of the National Assembly, 2017–present ===
In 2016, Meynier-Millefert coordinated the En Marche Committees in the north of Isère, and was selected by this movement as a candidate for legislative elections in the tenth constituency of this department. In the second round, she was elected with 64.62% of the votes cast, against the FN candidate.In her parliamentary work, Meynier-Millefert specializes in the subject of energy renovation. She was appointed rapporteur of the Commission of Inquiry on the economic, industrial and environmental impact of renewable energies, on the transparency of financing and on the social acceptability of energy transition policies, on March 7, 2019. She represents the French National Assembly to the Higher Council for Building and Energy Efficiency.In March 2021, Meynier-Millefert was appointed president of the Alliance HQE-GBC, a non-profit association that brings together building professionals and promotes sustainable construction.In the 2022 election, Meynier-Millefert survived a swing to National Rally and retained her seat.


== References =="
15,"Monica Michel (born 16 April 1955) is a French politician of La République En Marche! (LREM) who served as the member of the National Assembly from 2017 to 2022, representing the 16th district of Bouches-du-Rhône.


== Early life and career ==
Born in the Seychelles in 1955, Michel lived on Réunion, in Paris and Marseille before settling in Arles. In the early 2000s, she began working for Marseille-Fos Port where she held the position of commercial director for 18 years.


== Political career ==
Michel joined LREM in 2017.
In parliament, Michel served on the Defence Committee. In addition to her committee assignments, she was a member of the French-Australian Parliamentary Friendship Group and the French-Indian Parliamentary Friendship Group.In late 2019, Michel was one of 17 members of the committee who co-signed a letter to Prime Minister Édouard Philippe in which they warned that the 365 million euro ($406 million) sale of aerospace firm Groupe Latécoère to U.S. fund Searchlight Capital raised “questions about the preservation of know-how and France’s defence industry base” and urged government intervention.In 2020, Michel joined En commun (EC), a group within LREM led by Barbara Pompili.


== References =="
16,"Laure Miller (born 25 December 1983) is a French politician from Renaissance who has been Member of Parliament for Marne's 2nd constituency in the National Assembly since a by-election in 2023.


== Political career ==
In 2022, Miller contested Marne's 2nd constituency but was defeated in the first round, coming in third place.


== Political positions ==
Miller is considered to be part of her parliamentary group's conservative wing.


== See also ==
List of deputies of the 16th National Assembly of France


== References ==


== External links ==
Laure Miller at the National Assembly"
17,"Karine Miot-Richard (September 23, 1964 – May 2018) was a lawyer and politician in Saint Barthélemy. She was the leader of the All United for Saint Barthélemy party (Tous unis pour St-Barthélemy) and served on the Territorial Council of Saint Barthélemy for 10 years.


== Biography ==
Miot-Richard was born in 1964 in Le Mans, France. She worked as a lawyer in Saint Barthélemy.She first ran for office in Saint Barthélemy on the opposition slate in the 2001 municipal elections. In 2007, she ran for the Territorial Council of Saint Barthélemy as the head of the All United for Saint Barthélemy party, the only woman to head a party list that year.After being elected in 2007, Miot-Richard served on the Territorial Council for 10 years. She worked closely with the ruling party over the course of her first term, and for the 2012 election she joined longtime president Bruno Magras' Saint-Barth d'Abord electoral list.Miot-Richard became the head of the country's Urban Planning Commission in January 2008, a role she continued in during the following term beginning in 2012. She also served as an alternate for Daniel Gibbs during his time representing Saint Barthélemy and Saint-Martin in the French National Assembly.In addition to her legislative role, she continued to work as a lawyer, but she recused herself from political debates involving her clients.Miot-Richard died in France in early May of 2018, at the age of 53.


== References =="
18,"Patricia Mirallès (born 22 August 1967) is a French politician of the Territories of Progress (TdP) party who has been serving as Secretary of State to the Minister of the Armed Forces in the government of successive Prime Ministers Élisabeth Borne and Gabriel Attal since 2022. From the 2017 elections to 2022, she was a member of the French National Assembly, representing the department of Hérault.


== Early life and education ==
Mirallès was born to Pieds-Noirs parents and grew up in Montpellier.


== Political career ==
Mirallès was a member of the Socialist Party from 1997 until 2012. From 2017 until 2020, she was a member of La République En Marche! (LREM).
In parliament, Mirallès served on the Defence Committee.


== References =="
19,"Hélène Missoffe (née Hélène de Mitry; 15 June 1927 – 22 January 2015) was a French Union of Democrats for the Republic later the Rally for the Republic politician. She was elected three times as a deputy of the National Assembly between 1974 and 1986, firstly to represent the 24th district of Paris during the fifth and sixth legislatures of the National Assembly and lastly to represent the Val-d'Oise constituency at the eighth National Assembly legislature. Missoffe served as a senator in the French Senate for Val-d'Oise from 1986 to 1995 and was a vice-president of the Regional Council of Île-de-France. She was appointed Officier de la Légion d'honneur.


== Personal background ==
On 15 June 1927, Missoffe was born in the 9th arrondissement of Paris. She was the daughter of the Count Emmanuel de Mitry and Marguerite de Wendel, who was a descendant of the Wendel family. Missoffe was a Catholic. She was married to François Missoffe, the politician who was the former Ambassador of France to Japan, with whom she had eight children, including the politician Françoise de Panafieu. On 22 January 2015, Missoffe died in Paris. Her funeral took place five days later in Seine-Maritime.


== Career ==
Missoffe was a member of the Union of Democrats for the Republic and later the Rally for the Republic political party. She became a deputy for Paris's 24th district to be part of the fifth legislature of the National Assembly on 26 July 1974, replacing her husband whose temporary mission as Minister of Foreign Affairs was extended past half a year. Missoffe served as a member on the Committee on Cultural, Family and Social Affairs from 1974 to 1977, and was appointed the State Secretary to the Minister of Health and Social Security, by President Valéry Giscard d'Estaing on 1 April 1977. She remained in the post until 31 March 1978 prior to the dissolution of the Second Barre Government, and had been a councillor for Paris. Missoffe was appointed the Union of Democrats for the Republic's national secretary for women's action and then as its national delegate overseeing cultural, family and social affairs in 1975.At the 1978 French legislative election on 19 March 1978, Missoffe was elected to serve the 24th district of Paris in the sixth legislature of the National Assembly that first convened on 3 April 1978 and dissolved on 22 May 1981. She again served as a member on the Committee on Cultural, Family and Social Affairs between 1978 and 1981. Missoffe won reelection to represent the 24th district of Paris in the seventh National Assembly legislature at the 1981 French legislative election held on 21 June 1981. As before, she was a member of the Committee on Cultural, Family and Social Affairs and remained a representative of her district until 4 January 1986. In 1981, Missoffe was elected councillor of the Regional Council of Île-de-France, serving as one of its vice-presidents from 1982 to 1986. She was made the Rally for the Republic's adviser for Paris in 1983 and was appointed chair of the Parliamentary Association for the Freedom of Education.Missoffe was elected to represent the Val-d'Oise constituency at the eighth National Assembly legislature at the 1986 French legislative election on 16 March 1986. She was a member of the Foreign Affairs Committee of which she was its secretary and served on the National Assembly delegation for planning. Missoffe resigned on 30 September 1986, after she was elected to the French Senate representing the Val-d'Oise department. She was a member of the Social Affairs Committee, the Parliamentary Delegation for Demographic Problems and the National Committee for Retired and Elderly Persons. Missoffe stood down as a senator in September 1995, having decided not to stand for reelection. She made public speeches in support of bills to deal with unemployment and getting back into work and the formation of the French drug agency. Missoffe authored several articles in newspapers, and she was appointed Officier de la Légion d'honneur.


== References =="
20,"Antoinette Montaigne is a politician with dual French and Central African citizenship.  A lawyer with expertise in children's rights, she served as a city councillor in the suburbs of Paris in France. In 2014, Montaigne was invited to the Central African Republic to become Minister of Communication, Civics, Dialogue, and National Reconciliation in the interim government.  She remained there after she left the government and now runs the Central African Peace Academy.


== France ==
Antoinette Montaigne is a lawyer specialising in children's rights and child soldiers.  She has a doctorate in juvenile criminal law from Paris' Panthéon-Assas University and practised law in France.Montaigne lived in Bussy-Saint-Georges, Seine-et-Marne, from 2001 until 2014.  From March 2008 to 2014 she was a Union for a Popular Movement city councillor holding the portfolio for legal and social mediation and decentralised cooperation.  The mayor of Bussy-Saint-Georges described her as ""a pugnacious and courageous woman"".  Montaigne was president of the Council of Central Africans Abroad and established two organisations to support CAR citizens overseas, Zagaro Montaigne and DIPE Coaching and Consulting.  In February 2013 she proposed that the council pass a motion of solidarity with the victims of the Central African Republic Civil War (2012–2014).


== Central African Republic ==
Montaigne is a close friend of 2014–2016 Interim President of the Central African Republic (CAR) Catherine Samba-Panza.  In early 2014, the interim prime minister, André Nzapayeké, invited her to return to the CAR to take up an appointment as Minister of Communication, Civics, Dialogue, and National Reconciliation in his government.  Montaigne accepted and flew from Paris to Bangui, the CAR capital, on 28 January – she was still a city councillor at the time.  On 30 March 2014 she signed an appeal to all Central Africans to put down their weapons and enter negotiations.  To demonstrate the spirit of co-operation, Montaigne attended prayers at a mosque in the Muslim quarter of Bangui.  She visited the Ivory Coast in October 2016 to learn about their model of reconciliation following the Second Ivorian Civil War.Montaigne left her ministerial position by the end of October, but remained as an adviser to the president.  She spoke on the role of women in society at a Gabonese Council in France event at the Gabonese Embassy, Paris in May 2016.  Montaign is now head of the CAR Peace Academy.


== References =="
21,"Amélie de Montchalin (French pronunciation: [ameli də mɔ̃ʃalɛ̃]; née Bommier, born 19 June 1985) is a French politician who has been serving as Ambassador and Permanent Representative of France to the Organisation for Economic Co-operation and Development (OECD) since 2022.Montchalin previously served as Minister for Ecological Transition and Territorial Cohesion under Prime Minister Élisabeth Borne (2022), Minister of Public Transformation and Service under Prime Minister Jean Castex (2020–2022) and as Secretary of State for European Affairs at the Ministry of Europe and Foreign Affairs (2019–2020).A member of La République En Marche! (LREM), Montchalin was a member of the National Assembly from 2017 to 2022, representing the 6th constituency of Essonne. From 2017 to 2018, she was the La République En Marche whip in the National Assembly’s Finance Committee.


== Early life and education ==
Montchalin was born in Lyon. Her father is an administrative executive and her mother is a nurse. She entered HEC Paris in 2005, graduating with a master's degree in management in 2009. During her studies, she interned for Valérie Pécresse in the National Assembly.


== Career in the private sector ==
From 2009 to 2012, Montchalin worked as an economist in charge of Eurozone analysis for Exane BNP Paribas. She then studied at the Kennedy School of Government at Harvard University, graduating with a Master of Public Administration in 2014. From September 2014 she worked at the insurance firm AXA on issues related to global public policy, data protection and climate change.


== Political career ==
Before joining En Marche, Montchalin identified as on the political center-right. She has spoken of becoming disenchanted with François Fillon and of being inspired by Emmanuel Macron's reformist and pro-European stance, and also by what she perceives as his willingness to prioritize skills over political experience. In the 2017 legislative elections she was elected with 61.34% of the vote, defeating her opponent Françoise Couasse of the Union of Democrats and Independents. Turnout was low at 41.25%.Montchalin was a member of the Finance Committee, the parliamentary body that scrutinises public spending.On 27 March 2019, Montchalin was appointed as Secretary of State for European Affairs, succeeding Nathalie Loiseau. She served in this post until July 2020, when she was promoted to become Minister for Transformation and Public Service. She left the Borne government in July 2022 after her defeat at the 2022 French legislative election.


== Other activities ==
European Council on Foreign Relations (ECFR), Member of the Council (since 2023)


== See also ==
2017 French legislative election
Second Philippe government
Castex government
Borne government


== References =="
22,"Marie-Anne Montchamp (born 1 November 1957) is a French politician who served as a member of the National Assembly, represents a constituency in the Val-de-Marne department. From 2010 to 2012, she served as Secretary of State for Solidarities and Social Cohesion under Minister Roselyne Bachelot-Narquin.


== Political career ==
In parliament, Montchamp served on the Committee on Economic Affairs and the Environment (2005–2007) and the Finance Committee (2002–2004, 2007–2010).When President Nicolas Sarkozy was first publicly confronted with evidence in 2010 that his party received illegal campaign donations in cash from heiress Liliane Bettencourt via Labour Minister Éric Woerth as part of a vast system of patronage, Montchamp publicly urged the president to bring forward a reshuffle.Montchamp was the party's candidate for the Fourth constituency for French residents overseas in the June 2012 legislative election.In March 2017, Montchamp announced that she was leaving the Republicans (LR) to join presidential candidate Emmanuel Macron and his movement La République En Marche! (LREM).


== Later career ==
In 2017, Montchamp was appointed by Minister of Solidarity and Health Agnès Buzyn and the Secretary of State for the Disabled Sophie Cluzel to the Board of Directors of the National Solidarity Fund for Autonomy (CNSA).


== References =="
23,"Christelle Morançais (French pronunciation: [kʁistɛl mɔʁɑ̃sɛ]; born 28 January 1975) is a French politician of the Republicans (LR) who has been serving as the Regional Council President for the Pays de la Loire region since 2017.


== Early career ==
A graduate of a business school, Morançais worked for twenty years in real estate. Together with her husband, she eventually founded the real estate company MegAgence in 2009.


== Political career ==
In 2018, Morançais was appointed to the shadow cabinet of LR leader Laurent Wauquiez. Since 2019, she has been serving as deputy chair of LR.In December 2021, Morançais became one of the six spokespersons for the LR candidate for the 2022 presidential election, Valérie Pécresse.


== References =="
24,"Sandrine Mörch (born 13 November 1961) is a French journalist and politician of La République En Marche! (LREM) who served as a member of the French National Assembly from 2017 to 2022, representing the 9th constituency of the Haute-Garonne department.


== Political career ==
In parliament, Mörch served as member of the Committee on Cultural Affairs and Education. In addition to her committee assignments, she was a member of the French-British Parliamentary Friendship Group. In 2019, she became a member of the French delegation to the Franco-German Parliamentary Assembly.
She lost her seat to Christine Arrighi from EELV (NUPES)in the 2022 French legislative election.


== Political positions ==
On immigration, Mörch is considered to be part of her parliamentary group's more liberal wing. In late 2019, she was among the critics of the government's legislative proposals on immigrations and instead join 17 LREM member who recommended, in particular, greater access to the labour market for migrants, but also ""specific measures for collaboration with the authorities of safe countries, such as Albania and Georgia, in order to inform candidates for departure, in their country of origin, of what the asylum application really is.""In 2020, Mörch was one of ten LREM members who voted against her parliamentary group's majority and opposed a much discussed security bill drafted by her colleagues Alice Thourot and Jean-Michel Fauvergue that helps, among other measures, curtail the filming of police forces.


== Personal life ==
In March 2020, Mörch tested positive for coronavirus.


== See also ==
2017 French legislative election


== References ==


== External links ==
Assemblee Nationale.fr: Sandrine Mörch"
25,"Louise Morel (born 15 October 1995) is a French politician. A member of Democratic Movement, Morel was elected a Member of the National Assembly for the Bas-Rhin's sixth constituency in the 2022 French legislative election.


== Biography ==
Louise Morel was born on October 15, 1995, in Strasbourg. Morel is the daughter of Alice Morel, mayor of Bellefosse since 1977 and who served as a general councilor for Saales canton from 2004 to 2015.
Morel studied one year at lycée Henri Meck in Molsheim before transferring to lycée Sturm in Strasbourg.
Following high school, Morel studied at the Institut d'études politiques de Strasbourg and the ESSEC Business School.
During her time in university, Morel studied abroad in Australia and Singapore, et obtient un stage au sein du ministère des armées au sein de l'ambassade de France au Kenya.Morel worked for a consulting firm in Paris focused on the Agrifood industry.


== Political career ==
In 2017, following the election of Emmanuel Macron, Louise Morel joined the Young Democrats of MoDem, where she became the organization's spokesperson.Morel ran as a substitute candidate for Guy Salomon (MoDem) during the 2017 French legislative election, who lost in the second round to Laurent Furst.
During the 2017-2022 parliamentary session, Morel served as an intern within the office of Thierry Michels.
During the 2022 French legislative elections, Morel ran in Bas-Rhin's sixth constituency with Xavier Muller, an independent winemaker from Marlenheim, as her substitute. Manon Hirtz quit her position in the President's press office to become director of her campaign. On June 19, 2022, Morel was elected to the National Assembly in the second round, beating Jean-Frédéric Steinbach of Rassemblement national with 57.90% of the vote.In the National Assembly, Morel is a member of the Economic Affairs committee, and the European Affairs committee, where she was elected secretary on July 7, 2022.


== References ==


== External links ==
Official website 

Assemblée nationale
Haute Autorité pour la transparence de la vie publique"
26,"Élisabeth Moreno (born 20 September 1970) is a French-Cape Verdean businesswoman and politician who served as Minister Delegate for Gender Equality, Diversity and Equal Opportunities at the Prime Minister's Office in the government of Prime Minister Jean Castex from 2020 to 2022.


== Early life and career ==
Moreno moved from Cape Verde to France with her family in the late 1970s, in order for them to access medical infrastructure to treat Moreno's younger sister for burns. Her career has included growing a company in the construction sector that she created with her husband, four years at France Telecom, and later at Dell. In 2006 she obtained an Executive MBA from ESSEC Business School and the University of Mannheim.Before entering politics, Moreno worked as vice-president and managing director of Hewlett-Packard for Africa from 2019 until 2020, based in South Africa, and as president of Lenovo France from 2017 until 2019.


== Political career ==
Under Moreno's leadership, the French government successfully introduced a bill intended to protect victims of domestic violence, allowing doctors to break patient confidentiality if they believe a life is ""in immediate danger"".In January 2022, Moreno and Agnès Pannier-Runacher jointly published a book on feminism.In the 2022 French legislative election, Moreno contested the 9th constituency for French residents overseas but was narrowly beaten by Karim Ben Cheïkh from Génération.s (NUPES) in the second round.


== Other activities ==
Sanofi, Member of the Diversity, Equity and Inclusion (DE&I) Board (since 2023)


== See also ==
Castex Government


== References =="
