,articles
10,"Nadine Gobet was born on November 18, 1969, in Romont. She is a Swiss politician and a member of the Liberals (Switzerland). 
In October 2023 she was elected deputy of the Canton of Fribourg at the National Council. 


== Biography ==
Nadine Gobet was born on November 18, 1969, in Romont, in Canton of Fribourg. She originally comes from Massonens, in the Glâne District. She has two younger brothers. Their father, Jean-Élie, member of the Christian Democratic People's Party of Switzerland, works for the Swiss Post. Her family lived in Lausanne when she was born and moved to Romont when she was 4 years old.She went to school in Romont, and pursued her secondary school at the Collège Sainte-Croix à Fribourg. She then studies law at the Law faculty of the University of Fribourg, when she obtains a Masters in July 1994.In the same year, she is hired by the Economic and Employer's Federation of the Canton of Fribourg, in Bulle. She becomes deputy director to the federation in 2006, and director in September 2015. In parallel, she is nominated as a judge to the Court of Glâne in 1996.She lives in Bulle since 2017.


== Political career ==
She sits on the Grand Council of Fribourg since the end of 2006.She was a candidate to the National Council of the Canton of Fribourg in 2015 and 2019. She was elected in October 2023


== References =="
11,"Maya Graf (born 28 February 1962) is a Swiss politician. She is a member of the Council of States from the Canton of Basel-Landschaft. From 2001 to 2019, she was a member of the National Council of Switzerland. From 2012 to 2013, she was the president of the council, the first member of the Green Party to hold that seat.Graf was first elected to the National Council in 2001 and has been re-elected ever since. She was elected President of the National Council in 2012 with 173 out of 189 delegates voting in her favour.


== Personal life ==
Graf is married and has two children. She is the daughter of former SVP politician Fritz Graf. Graf was as a social worker before she started to run an organic farm together with her brother.


== References =="
12,"Diana Gutjahr (born 13 January 1984) is a Swiss politician who currently serves as a member of the National Council for the Swiss People's Party from the Canton of Thurgau since November 27, 2017.


== Early life and education ==
Diana Gutjahr studied business after an apprenticeship in office management (KV-Lehre). She is a board member of the Ernst Fischer AG, Stahl- und Metallbau in Romanshorn, which she is managing together with her husband Severin Gutjahr.From April 2012 to October 2017, Gutjahr was a member in the regional parliament of Thurgau and she is in a leading position in the Thurgau business association and the association of employers in Romanshorn as well as the local branch of the SVP in Amriswil.She was selected by her party to replace Hansjörg Walter in the National Council of Switzerland in November 2017 after he retired. She kept her seat in the parliamentary elections of 20 October 2019 with the best result in the canton of Thurgau. In parliament, she works on topics of education and the economy.Gutjahr is married and has one son (born 2022) and lives in Amriswil.


== References ==


== External links ==
Biography of Diana Gutjahr on the website of the Swiss Parliament.
Personal website of Diana Gutjahr
Diana Gutjahr profile on her party's website"
13,"Josy Gyr-Steiner (10 October 1949 – 18 April 2007) was a Swiss politician from the Canton of Schwyz and member of the Swiss National Council (2003–2007).
In 2003, Gyr was elected to the National Council on the list of the Social Democratic Party of Switzerland (SPS/PSS). She was on the Council's Control Committee and on the Committee for Public Buildings.
Suffering from pancreatic cancer, Gyr resigned on 10 April 2007, and died a few days later.


== External links ==
Biography of Josy Gyr-Steiner on the website of the Swiss Parliament. (German)
Personal website at the Wayback Machine (archive index)
Eulogy by Christine Egerszegi, President of the National Council (in German)"
14,"Brigitte Häberli-Koller (born 23 August 1958) is a Swiss politician of the party The Centre (DM, CVP until 2021). She is a former member of the National Council and a current of the Council of States of which she served as its president from 2022 to 2023.


== Early life and education ==
Brigitte Häberli was born in August 1958 in Wetzikon, Canton of Zürich but has her place of origin in Münchenbuchsee in Canton of Bern. After she completed her apprenticeship as a merchant, she worked for some time in Zurich.


== Political career ==
She joined The Centre in In 1996 she became a member of the Executive Council of Bichelsee-Balterswil, the same year she was also elected into the Grand Council of Thurgau representing CVP. She worked for both political offices until 2003. In the Federal Elections of 2003, she was elected into the National Council by a margin of sixteen votes, representing the CVP for Thurgau. In 2005, she was discussed as possible president of CVP, but then declined.  2011 she was a member of the National Council. In the Federal Elections of 2011 she was elected into the Council of States. She was the first women to represent the Canton of Thurgau in the Council of States. In November 2022 she was elected as the president of the Council of States. Élisabeth Baume-Schneider of the Social Democratic Party (SP) and Lisa Mazzone of the Green Party (GP) will assume the first and second Vice-Presidencies, therefore making it the first Council of States presided by three women.


=== Presidency of Council of States ===
In her inaugurating speech, Brigitte Häberli-Koller appealed to the political instrument of a direct democracy, which would allow the Swiss population to remain honest.


== Personal life ==
Brigitte Häberli-Koller is married and the mother of three children. Her political career is celebrated in her municipality and after her election to the presidency of the Council of States she was granted an honorary citizenship of Bichelsee-Balterswil. She lives in Bichelsee with her husband.


== References =="
15,"Trix Heberlein-Ruff (born 17 July 1942, in St. Gallen) is a Swiss politician of the Free Democratic Party (FDP) and a former president of the National Council of Switzerland. 


== Life and career ==
Heberlein attended primary school in Teufen, later cantonal school in St. Gallen and earned her Matura in 1961. She subsequently studied law at the University of Zurich and earned a license degree in 1965. Later she took the lawyer exam.


== Political career ==
Heberlein was elected into the Cantonal Council of Zurich in 1979 which she was a part of until 1991. From 1991 to 2003, she was a member of the National Council which she chaired from November 1998 to December 1999. Then she represented the canton of Zurich in the Council of States from 2003 to 2007. On 20 December 2006, she announced she would retire by the end of her term. From 1998 to 2014, Heberlein chaired the foundation Swisstransplant that promotes organ donation. After she resigned from the Council of States she was the president of Zewo, a foundation which certifies NGO's. between 2008 and 2015.


== Personal life ==
Since 1967 she has been married to lawyer Robert Heberlin, with whom she has two daughters. She is a proficient skier and during her political career she organized several Ski races between Swiss parliamentarians, and interparliamenetarian races with members of the parliaments of either Austria or Great Britain. Her places of origin are Zumikon and Wattwil.


== References ==


== External links ==
Biography of Trix Heberlein on the website of the Swiss Parliament."
16,"Stefanie Heimgartner (born 25 April 1987) is a Swiss businesswoman and politician. She currently serves as a member of the National Council (Switzerland) for the Swiss People's Party since 2019.


== Early life and education ==
Stefanie Heimgartner was born 25 April 1987 in Baden, Switzerland. She has one sister. In her youth, she engaged as a handball player in various associations. She completed a commercial apprenticeship in Business administration. She also holds a truck driver's license and is certified to operate them commercially.


== Professional career ==
She works in the logistics and transportation company of her parents, Heimgartner Transport AG, of which she is a part-owner. Further she is an executive director of Verein Lernwerk in Gebensdorf, which engages in workplace integration for people with disabilities. Further she is a member of the board of trustees of the Stiftung zur Förderung und Unterstützung des Kinderheims Brugg (en. Foundation for the Development and Support of the Orphanage Brugg).


== Personal life ==
Heimgartner resides in Baden, Switzerland.In the Swiss Armed Forces, Heimgartner is enlisted as Soldier.


== References =="
17,"Verena Herzog (born 7 February 1956) is a Swiss politician who currently serves as a member of the National Council for the Swiss People's Party from the Canton of Thurgau since March 4, 2013.


== Early life and education ==
Verena Herzog was born in Winterthur, Switzerland. After completing her Matura, she pursued a degree in early childhood education, ultimately becoming a Kindergarten teacher. Since graduation she was initially spent several years in this profession.


== Career ==
Since 2001, she has served as the administrative head of her husbands orthodontics practice. She started to become politically active in 1997, when she was elected to serve on the primary school board in Frauenfeld, on which she served until 2009. Between 2006 and 2013 she was the president of the Swiss People's Party in the Frauenfeld District. In 2007, she was elected to succeed Jakob Turnherr in the Grand Council of Thurgau, where she served on the audit committee. In 2009, she was elected to serve in the municipal government of Frauenfeld.Herzog campaigned for election into the National Council of Switzerland in 2007 and 2011. In 2011 she was placed as the first reserve. After the resignation of Peter Spuhler, she was ultimately elected to serve as National Councillor for the Swiss People's Party in 2013. Due to her new mandate she resigned to serve on the legislative of Frauenfeld (municipal government) as well as her mandate as Grand Councillor. In the 2015 and 2019 her seat was confirmed twice. In September 2022, Herzog announced to resign from her position by the end of the next legislative period in 2023.Her political views are conservative and she supports the traditional family model. Since 2015, she is a member of the conservative, Christian association 'for a traditional family'. Their focus is on strengthening the traditional family model as well as the prevention against same-sex marriage, which was approved in the elections from 21 September 2021. She is the president of the association 'youth without drugs' and co-president of the association 'Gardens of Lake Constance'.


== References =="
18,"Annemarie Huber-Hotz (16 August 1948 – 1 August 2019) was a Swiss politician who served as the  Federal Chancellor of Switzerland between 2000 and 2007.  She was nominated by the FDP for the office, and elected to it on 15 December 1999.  In 2011, she became President of the Swiss Red Cross and ex officio vice-president of the IFRC.


== Biography ==
Born in Baar, Zug, Huber-Hotz attended primary and secondary school in Baar, and the Gymnasium of Zug. She then studied sociology, ethnology and political science at the Universities of Bern, Uppsala (Sweden) and at the Graduate Institute of International Studies in Geneva and participated in various professional activities. She undertook advanced studies at ETH in Zürich in spatial planning.She held the following positions:
1976-1977: Studied spatial planning in Zug canton
1978-1981: Worked for the General Secretariat of the Swiss Parliament, in the press service
1981-1992: Worked for the secretariat of the Swiss Council of States
1989-1992: Director of the scientific parliamentary service
1992-1999: General Secretary of the Swiss Parliament
2000-2007: Federal Chancellor
2011- 2019: President, Swiss Red CrossThe Federal Chancellery, with about 180 workers, performs administrative functions relating to the co-ordination of the Swiss Federal government and the work of the Swiss Federal Council. The Chancellor is assisted by Vice-Chancellors and attends meetings of the Federal Council but does not vote. Huber-Hotz did not stand for reelection in December 2007 (after the general election), and was succeeded by Corina Casanova on 1 January 2008.
Huber-Hotz was married and had 3 children. She spoke English, French and Swedish in addition to German and Swiss German. Huber-Hotz died on 1 August 2019 at the age of 70 from a heart attack.


== References ==


== External links ==
Federal Chancellery biography (in French, German, and Italian)"
19,"Marianne Huguenin (born 1 May 1950) is a former Swiss politician and member of the Swiss Party of Labour, who was elected to the Swiss National Council representing the Canton of Vaud from 2003 to 2007.  A lesbian, she was the first openly gay politician in French-speaking Switzerland.


== Biography ==
Originally trained as a medical doctor, she served as a deputy in the Grand Council of Vaud from 1990 to 1999 and was president of the Vaud Cantonal branch of the Swiss Party of Labour from 1988 to 1995.
From 1996 to 2006 she served as a municipal councilor in the city of Renens, before becoming Syndic (mayor) of the city from 2006 to 2016.
In 2003 she was elected to the National Council and reelected in 2007. 11 days after the 2007 election, on 1 November 2007, Huguenin announced her resignation from the National Council in favour of Josef Zisyadis to focus on her position as mayor of Renens.In 2004, Huguenin was the first French-speaking Swiss politician to come out as gay and in 2005 she campaigned for same-sex partnership recognition in the country's successful referendum on the issue.


== References =="
20,"Ruth Humbel (born 23 July 1957) is a Swiss politician (CVP) and a member of the Federal Assembly. She is also an orienteering competitor at international level. She won bronze medals in the relay at the World Orienteering Championships in 1978, 1981 and 1985. She placed fourth in the individual event at the 1981 World Championships, and fifth in the relay in 1979.


== Personal life ==
Humbel lives in the municipality of Birmenstorf in the canton Aargau in Switzerland. She is married to historian Beat Näf, and has two children, born in 1991 and 1994.


== Sports career ==
Humbel was five times individual Swiss Champion in Orienteering. She was part of the Swiss national team from 1975 to 1987, and competed in seven World Orienteering Championships.At the 1976 World Orienteering Championships in Aviemore she placed 19th in the classic distance. The 1978 World Championships were held in Kongsberg, Norway. Humbel started both in the individual competition, where she placed 13th, and in the relay. The Swiss team earned a bronze medal, behind Finland and Sweden, in a close finish two seconds ahead of the Norway team. Also on the Swiss team were Ruth Baumberger and Hanni Fries. In Tampere in 1979 she placed 25th in the individual competition, and fifth with the Swiss team, which consisted of Annelies Meier, Humbel and Fries. In 1981 the World Championships were held in Thun, in her home country. Humbel achieved her best individual result, placing fourth. In the relay Switzerland won the bronze medal, behind Sweden and Finland. On the Swiss team were Ruth Schmid, Annelies Meier Irene Bucher and Humbel. In Zalaegerszeg in 1983 she placed 31st in the individual course, and fifth in the relay. In Bendigo in 1985 she placed 28th in the individual course, and the Swiss team won a bronze medal in the relay. Her last appearance at the World Orienteering Championships was in Gerardmer in 1987. She placed 18th in the individual competition, and sixth in the relay.


== Political career ==
Humbel was a member (German: Grossrätin) of the Aargau Parliament (German: Kantonsparlament) from 1981 to 2003. In 2003 she was elected to the National Council of Switzerland, and reelected in 2007. She represents the canton Aargau, and the Christian Democratic People's Party of Switzerland. In the parliament she is a member of the Health Commission (German: Kommission für soziale Sicherheit und Gesundheit NR) and the Staatspolitische Kommission NR, and a former member of the Commission of Justice (German: Gerichtskommission).


== References ==


== External links ==
Ruth Humbel on the website of the Federal Assembly of Switzerland
Official website"
21,"Jasmin Hutter (b. 11 June 1978 in Altstätten) is a Swiss politician of the Swiss People's Party, of which she is vice-president.
She holds an MP position at the National Council of Switzerland as a representative from Saint-Gall, and is a member of the Political Institutions commission. 


== Notes and references ==
(in German) Website"
22,"Francine John-Calame (born April 30, 1954) is a Swiss politician from the Canton of Neuchâtel.  She was a member of the National Council and the parliament of the Canton of Neuchâtel from 1993 to 2002. She is a municipal councillor in Le Cerneux-Péquignot.
On the list of the Green Party, she acceded to the National Council on May 31, 2005, following the resignation of Fernand Cuche.
Francine John-Calame is married and mother of two.


== External links ==
Biography of Francine John-Calame on the website of the Swiss Parliament. (French)"
23,"Barbara Marty Kälin (28 March 1954 – 27 November 2022) was a Swiss politician. A member of the Social Democratic Party, she served in the National Council from 2000 to 2007.Kälin died on 27 November 2022, at the age of 68.


== References =="
24,"Irène Kälin (born 6 February 1987 in Lenzburg, Aargau; originally from Einsiedeln) is a Swiss politician of the Green Party.


== Life and career ==


=== Studies and professional career ===
Kälin earned her Matura at the Gymnasium Leonhard in Basel in 2007. In 2009, she started her Islamic and religion studies at the University of Zurich and obtained a Bachelor of Arts in 2013. In 2014, she joined the master's programme Religionskulturen of the University of Bern, where she wrote a dissertation about the state recognition of Islam. She worked as a trade unionist for Unia Aargau from 2015 to 2016 and is now the chairwoman of ArbeitAargau, the umbrella organisation of employees in the canton.


=== Political career ===
From January 2010 to November 2017, Kälin sat in the Grand Council of Aargau, where she served as the vice-chairwoman of three committees: the Committee for Responsibility Planning and Finance (2010–2013), the Naturalization Committee (2013–2015) and the Committee for Environment, Building, Transport, Energy and Land Use Planning (2013–2015); besides, she became a member of the Business Examination Committee in 2017. Moreover, she was the co-chairwoman of the Green Party group in the Grand Council.Kälin was the vice-chairwoman of the Green Party of Switzerland from 2012 to 2014.In the 2015 federal election, Kälin stood for the National Council and the Council of States but was defeated by 2,500 votes by Jonas Fricker. On 27 November 2017, she replaced the resigning Fricker in the National Council as she was listed second on the party's electoral list. She retained her seat in the 2019 federal election and was appointed as the second vice-chairwoman of the National Council for the year 2019–20. After having served as the first vice president in the legislature 2020-2021, she assumed as the President of the National Council in November 2021.


=== Political positions ===
In Parliament, Kälin has advocated for gender equality, ecology and animal welfare as well as the state recognition of Islam and supported the anti-nuclear movement. In April 2022 she and other Swiss parliamentarians were invited to the Ukraine where they informed themselves on the situation of the ongoing Russian Ukrainian war.


=== Private life ===
In 2013, Kälin entered into a legal union with journalist Werner De Schepper. In 2018 they moved from Lenzburg to Oberflachs, Aargau. In the same year she gave birth to their first son whom she takes to the National Council during parliamentary debates. In 2023, the separation with De Schepper was announced, Kälin moved to Aarau. She also speaks Persian and Arabic.


== See also ==
List of members of the Federal Assembly from the Canton of Aargau


== References ==


== External links ==
Irène Kälin's official website
Biography of Irène Kälin on the website of the Swiss Parliament.
Irène Kälin on the website of the Grand Council of Aargau"
