,articles
10,"Ewa Slawomira Kierzkowska (born 28 June 1964) is a Polish politician who served as the Deputy Marshal of the Sejm of the Republic of Poland from 18 June 2009 to 7 November 2011. She is a member of the Polish People's Party (PSL). Her father, Jan Szczepaniak, served in the Sejm from 1991 to 1997. Born in Brodnica, Kierzkowska joined the United People's Party in 1982, then joined the PSL after the former was dissolved in 1989.After serving as an executive member of the party, Kierzkowska was elected to the Sejm out of Toruń, receiving 7,561 votes in the 2007 election. During her time in the Sejm, she served as a member of the social policy committee, as well as the labor market, family and women's rights subcommittees. She became the Vice President of the PSL Executive Committee the following year, and in 2009 she was appointed as a Deputy MArshal of the Sejm, replacing Jarosław Kalinowski after he became a Member of the European Parliament. After the 2011 parliamentary election, Kierzkowska was appointed a secretary of state under the Second Cabinet of Donald Tusk. She resigned from her position in the PSL shortly after the committee's 2012 election, which ousted Waldemar Pawlak in favor of Janusz Piechociński, after refusing to support Piechociński as the party's successor.Kierzkowska ran in the European parliament election in 2014 as a deputy for the PSL, and finished 7th out of 10 candidates with 633 votes. The following year, she ran for the Sejm on the PSL ticket, garnering 458 votes, losing to Zbigniew Sosnowski's 7,230 votes for representation on the Sejm.


== References =="
11,"Izabela Helena Kloc, née Lazar (born 8 May 1963 in Mikołów) is a Polish politician. She was elected to the Sejm on 25 September 2005, getting 5,185 votes in 30 Rybnik district as a candidate from the Law and Justice list.
She recently said that ""in a parliamentary democracy, it is unacceptable that [public] media only criticise the work of the government."" This is a notable statement, as it is generally accepted throughout the centuries that in a parliamentary democracy, freedom of speech is one of the cornerstones of that democracy, in which the media are considered the guard dog of that democracy.


== See also ==
Members of Polish Sejm 2005-2007


== External links ==
Izabela Kloc - parliamentary page - includes declarations of interest, voting record, and transcripts of speeches.
[1] - concerning her recent conviction that media should not just criticise the work of the government."
12,"Joanna Grażyna Kluzik-Rostkowska (born 14 December 1963) is a Polish politician and member of the Sejm for Civic Platform. She was elected for Law and Justice in 2007, but led a breakaway group in 2010 to form the more liberal Poland Comes First, of which she was leader.  She resigned from the party in June 2011, joining Civic Platform following rumors. In November 2013, following a cabinet reshuffle by Prime Minister Donald Tusk, Kluzik-Rostkowska was appointed to head the Ministry of National Education.


== Early life ==
Joanna Kluzik-Rostkowska was born on 14 December 1963 in Katowice, Poland. She graduated from the University of Warsaw with an M.A. in Journalism and Political Science. In 1989, she joined Tygodnik Solidarność, becoming a member of the paper's political section before moving on to Express Wieczorny, becoming editor of the newspaper and garnering the attention of Lech Kaczyński, who was then chief of the Presidential Chancellery.  In 1996, Kluzik-Rostkowska joined the ranks of Wprost, becoming a political correspondent. Later, in 2000, she began working for the magazine Nowe Pastwo. From 2001 to 2004, she was employed by the women's monthly Przyjacióka.


== Political career ==
In 2004, Kluzik-Rostkowska entered Warsaw's municipal bureaucracy, becoming chief specialist of the mayor's press office. Kaczyński, now elected as Mayor of Warsaw, later appointed Kluzik-Rostkowska as head of the mayor's outreach department for women and families. As a member of Law and Justice, Kluzik-Rostkowska ran for a seat in the Sejm during the 2005 parliamentary election, but failed to be elected. Nevertheless, Kluzik-Rostkowska joined the government of incoming Prime Minister Kazimierz Marcinkiewicz, who made her deputy head of the Minister of Labour and Social Policy. Before joining the ministry, Kluzik-Rostkowska voiced support for in vitro fertilisation during a media interview, prompting one of the government's junior coalition partners, the League of Polish Families, to threaten the coalition of withdrawing its support. However, the League failed to block Kluzik-Rostkowska's nomination, who later became head of the ministry's commission on the equal status of men and women.From August to November 2007, Kluzik-Rostkowska served as the Minister of Labour and Social Policy under the government of Prime Minister Jarosław Kaczyński. Kluzik-Rostkowska replaced Minister Anna Kalata of Self-Defence during a cabinet reshuffle following Self-Defence's exit from the Law and Justice-led government. Despite the Kaczyński government's defeat in the 2007 parliamentary election, Kluzik-Rostkowska was elected to a seat in the Sejm.In 2010, Kluzik-Rostkowska presided over Jarosław Kaczyński's campaign during the 2010 presidential election, called 'Poland Comes First'.  A leading party moderate, she was ejected from Law and Justice after hinting of her candidacy for the party's leadership ""if need be"". Having left, she established Poland Comes First, a new political grouping with other Law and Justice dissidents including Sejm representatives Elżbieta Jakubiak and Paweł Poncyljusz, and MEPs Adam Bielan and Michał Kamiński.She resigned from the party leadership on 5 June 2011, prompting rumors of her leaving the party altogether to join Civic Platform. Following her defection to Civic Platform's ranks, Kluzik-Rostkowska described her decision as to ""do everything [to ensure] that Law and Justice do not return to power."" She was reelected to the Sejm as a member of Civic Platform in the 2011 parliamentary election, representing Rybnik.In November 2013, Kluzik-Rostkowska was appointed by Prime Minister Donald Tusk as the next Minister of National Education, replacing Krystyna Szumilas.


== Footnotes ==


== External links ==
Joanna Kluzik-Rostowska's webpage at the Sejm"
13,"Magdalena Maria Kochan (born 28 January 1950 in Szczecin) is a Polish politician. She was elected to the Sejm on 25 September 2005, getting 6294 votes in 41 Szczecin district as a candidate from the Civic Platform list.


== See also ==
Members of Polish Sejm 2005-2007


== References =="
14,"Beata Kocik (born June 30, 1963, in Częstochowa) – is a Polish politician and local official.


== Biography ==
She graduated from the Jan Długosz University. Kocik is a member of Law and Justice. She was a councilor from 2010 to 2014 in the Częstochowa City Council. In 2014 local elections she successfully applied for a seat in the Silesian Regional Assembly. In 2018 local elections she managed to get reelection, furthermore she was nominated to the office of vice-chairperson of the regional council in 2018.


== References =="
15,"Agnieszka Maria Kołacz-Leszczyńska (born 19 October 1972) is a Polish politician. Between 2006-2011 she was chairwoman of the city council in Wałbrzych. She was elected to the Sejm in 2011 and 2015, 
and to the Senate of Poland in October 2019.


== References =="
16,"Ewa Edyta Kołodziej (born 1978) is a Polish politician. She holds a seat in the Sejm after being elected in 2011. In 2015 she was not elected, but was appointed to replace Tomasz Tomczykiewicz. In 2019 she was reelected. She was re-elected again in 2023.


== References =="
17,"Domicela Katarzyna Kopaczewska (born 4 October 1958 in Aleksandrów Kujawski) is a Polish politician. She was elected to the Sejm on 25 September 2005, getting 4,870 votes in 5 Toruń district as a candidate from the Civic Platform list.


== See also ==
Members of Polish Sejm 2005-2007


== External links ==
Domicela Kopaczewska - parliamentary page - includes declarations of interest, voting record, and transcripts of speeches."
18,"Małgorzata Kopiczko (born 18 January 1967) is a Polish politician. She was elected to the Senate of Poland (10th term) representing the constituency of Olsztyn.


== References =="
19,"Katarzyna Agata Kotula (born 1 February 1977) is a Polish teacher and politician. She has been a member of the Sejm since 2019, representing Szczecin and then Gdańsk constituencies. Kotula was appointed Minister for Equality in the Third Cabinet of Donald Tusk on 13 December 2023.


== References =="
20,"Bronisława Kowalska (5 December 1955 – 26 December 2020) was a Polish politician.


== Biography ==
Born in Starachowice, Poland, she served as a Deputy from 1993 to 2005 and as a MEP in 2004. She was a member of the Democratic Left Alliance.Kowalska, who had leukemia, died from COVID-19 in Kielce amid the COVID-19 pandemic in Poland, 21 days after her 65th birthday.


== References =="
21,"Ewa Kozanecka (born 29 May 1974) is a Polish politician. She was elected to the Sejm (9th term) representing the constituency of Bydgoszcz.


== References ==


== External links ==
Official website"
22,"Katarzyna Maria Kretkowska (born 7 June 1958) is a Polish politician. She was elected to the Sejm (9th term) representing the constituency of Poznań.


== References =="
23,"Elżbieta Małgorzata Kruk (born 19 November 1959 in Lublin) is a Polish politician, a member of Law and Justice (national conservative political party in Poland). She was elected to Sejm on 25 September 2005.


== External links ==
Sejm Page"
24,"Anna Maria Krupka (born 30 October 1981) is a Polish politician who is a Member of the Sejm.


== Biography ==
Krupka graduated at the Institute of Sociology of the University of Warsaw. She engaged in political activities within the framework of Law and Justice, becoming a full-time employee of the party. In 2014 Krupka was elected to the Masovian Regional Assembly. In the parliamentary elections in 2015, Krupka ran for the Sejm in the Kielce district. She was elected with 27 568 votes.
Krupka, a state secretary for sports and culture, got into a debate with Konrad Berkowicz and Dawid Lewick, both members of the far-right Confederation Liberty and Independence party. During the debate over proposed restitution for Jewish Holocaust victims and their families, Berkowicz and Lewick said Krupka and her party represented ""Poland, not Polin,"" the latter being the country's name in Hebrew. While Krupka was speaking Lewick placed a Kippah on her head, saying that he party ""kneel before the Jews, they sell the country for $300 billion.""


== References =="
25,"Marta Ryszarda Kubiak (born 21 September 1985 in Piła) is a Polish politician. She was elected to the Sejm (9th term) representing the constituency of Piła. She previously also served in the 8th term of the Sejm (2015–2019).


== References =="
26,"Maria Stanisława Kurowska (born 3 June 1954) is a Polish politician. She was elected to the Sejm (9th term) representing the constituency of Krosno.


== References =="
27,"Anna Kwiecień (born 30 September 1964) is a Polish politician. She was elected to the Sejm (9th term) representing the constituency of Radom. She previously also served in the 8th term of the Sejm (2015–2019).


== References =="
