,articles
10,"Ibolya Dávid (born 1954 in Baja, Hungary) is a Hungarian lawyer, politician, she was the president of the Hungarian Democratic Forum (MDF) between 1999 and 2010. Dávid was the Hungarian Minister of Justice between 1998 and 2002. She was the only female Minister in the government of Viktor Orbán. After  the MDF fraction was disbanded, Dávid was a member of the Hungarian Parliament as an independent. Dávid made the controversial decision to nominate Lajos Bokros, a former minister in Gyula Horn's MSZP government, to the European Parliament election on the MDF party list which led to some members leaving the party.
In the 2010 parliamentary election the Hungarian Democratic Forum continued its downward trend and  missed the 5% electoral threshold, leaving it shut out of parliament. Ibolya Dávid resigned on 11 April 2010, after the first round. Károly Herényi became her acting successor.


== References ==

MTI Ki Kicsoda 2009, Magyar Távirati Iroda Zrt., Budapest, 2008, 237. old., ISSN 1787-288X
Dávid Ibolya országgyűlési adatlapja"
11,"Márta Demeter (born 6 March 1983) is a Hungarian politician and political scientist. She was elected to the Hungarian National Assembly in 2014 and re-elected in 2018. In 2018 she was elected the co-chair of the Hungarian Green Party.


== Life and career ==
Demeter was born on March 6, 1983, in Budapest. Demeter graduated from the Corvin Mátyás High School in Budapest, and then attended Gábor Dénes College for 3 years.In December 2007, Demeter joined the Hungarian Socialist Party. In 2010 and 2011 she ran for municipal and interim offices in Zugló, becoming a member of the Finance Committee for Zugló Municipality. In 2012 she became a member of the National Board of the Hungarian Socialist Party.In 2012 Demeter resumed her studies at The Milton Friedman University (hu), graduating in 2014 with a degree in political science. She then pursued a Masters Degree in Security and Defense Policy at the National University of Public Service.In the 2014 Hungarian parliamentary election, Demeter ran for election to the National Assembly on the joint list that included the Hungarian Socialist Party, winning one of the lists's seats in parliament. In January 2017, she left Socialist Party, arguing that the Socialist Party was focused only on survival and was not electorally ambitious enough. She worked as an independent member of parliament unaffiliated with any party until September 2017, when she joined the parliamentary caucus of the Politics Can Be Different (LMP), officially joining the party itself in 2018.In the 2018 Hungarian parliamentary election, Demeter was elected as a candidate to run on the LMP national list, and was re-elected to the parliament.Demeter has served on a number of parliamentary committees including the Committee on Foreign Affairs, the Committee on Defense and Law Enforcement, and the Budget Committee. In 2018 she was elected co-chair of the Politics Can Be Different. Along with the entire presidium, Demeter resigned from her position after the 2019 European Parliament election, when the party failed to win any seats. She was succeeded as female co-chair by Erzsébet Schmuck in November 2019.


== References =="
12,"Klára Dobrev (born Klara Petrova Dobreva, Bulgarian: Клара Петрова Добрева; on 2 February 1972) is a Hungarian left-wing politician who served as Vice-President of the European Parliament between July 2019 and January 2022.


== Early life and education ==
Dobrev was born in Sofia, Bulgaria to a Hungarian Jewish mother, Piroska Apró, and a Bulgarian father, Petar Dobrev. Her maternal grandfather, Antal Apró, a communist politician, served as Minister of Industry in the Hungarian People's Republic in the 1950s–60s.Dobrev holds a degree in economics from the Budapest University of Economics, and a law degree from Faculty of Law of the Eötvös Loránd University. During her years at the University of Economics she was a member of AIESEC, and at the organization's 1992 world conference she was the animator board's vice president responsible for public relations. Dobrev spent her internship at Modi Xerox (now called Xerox India) as a marketing assistant in Bangalore, India.


== Career ==
Dobrev has held several government positions in the past, including Chief Cabinet to Péter Medgyessy during the 2002 parliamentary election, and vice-president of the Office for the National Development Plan and EU Support, where she served from 2002 until her husband's nomination for prime minister in 2004, when she resigned.Dobrev is a senior lecturer at Eötvös Loránd University. She is chairperson of the Hungarian section of the UN Women. Dobrev became CEO of Altus Ltd. in 2009, a development consultant company, owned by her husband.In 2019, Dobrev re-entered politics, as the lead candidate of the Democratic Coalition's European Parliament list for the 2019 election. With a stunning and surprising, 16.05% result for her party, better than all the surveys predicted, she was elected a Member of the European Parliament. Dobrev was elected a Vice-President of the European Parliament on 3 July 2019.In October 2021, Dobrev stated that she was the frontrunner in the primary election of the coalition meant to run united against Viktor Orbán in the 2022 parliamentary election. Dobrev gained 34% of the votes in the first round in September 2021, running as the candidate of the Democratic Coalition and the Hungarian Liberal Party. In the second round held in October, she received 43% of the votes and was consequently defeated by Péter Márki-Zay of the Everybody's Hungary Movement, who gained 57%.


== Other activities ==
European Council on Foreign Relations (ECFR), Member (since 2021)


== Personal life ==
Dobrev is married to Ferenc Gyurcsány, Prime Minister of Hungary between 2004 and 2009.


== Recognition ==
She was recognized as one of the BBC's 100 women of 2013.


== References ==


== Sources ==
""A Glimpse into Hungary"" (PDF) Ministry of Economy and Transport for the Republic of Hungary, August 2005, retrieved 23 November 2005.
""Interview with Klára Dobrev"" by András Lindner and Zoltán Horváth, 1 September 2005, retrieved 23 November 2005.
Edit Kéri: Kik lőttek a Kossuth téren 56-ban? ISBN 9630619830"
13,"Dóra Dúró (born 5 March 1987) is a Hungarian politician of the Our Homeland Movement, formerly spokesperson of the far-right nationalist political party Jobbik.
After the 2010 elections, she was elected to the National Assembly of Hungary. Assuming office at the age of 23, she was the youngest member of the Országgyűlés until 2018. Her husband is Előd Novák, the former deputy leader of Jobbik.
In 2018, after her expulsion from Jobbik, she joined László Toroczkai's new party Our Home Movement and became the party's single MP.


== Personal life ==
In 2008, Dúró married fellow politician Előd Novák in the Church of Our Lady of the Hungarians in Gellért Hill Cave. They have a daughter, Hunóra Kincső, and three sons, Bottyán János, Nimród Nándor and Zente Levente.


== Life ==
She was born in Szentes. Her father was a veterinarian  and her mother was a housewife. She studied in Csépa, Döbrököz and Dombóvár. She graduated from the Illyés Gyula Grammar School in Dombóvár in 2005 and later studied political science at the Faculty of Law of the University of Budapest, where she received a doctorate degree. She speaks English and German at intermediate levels and Italian at a conversational level.


== Controversy ==
In September, 2020, Dúró said that the book titled Meseország mindenkié (Fairytaleland is for Everyone) is ""homosexual propaganda"". She tore out sheets and then shredded them in a paper shredder. Many public figures criticized her actions, and the Magyar Könyvkiadók és Könyvterjesztők Egyesülése (Association of Hungarian Publishers and Distributors) stated in a communication that this act was: ""[In] Communion with the legacy of Nazi bookbinders and communist book shreds.""


== References ==


== External links ==
Biography Archived 2010-05-02 at the Wayback Machine on jobbik.hu (in Hungarian)
Dúró Dóra | Jobbik.hu Latest edition of Biography in Hungarian language."
14,"Ilona Ékes (born 1953) is a Hungarian politician, member of the National Assembly (MP) from Budapest Regional List between 2010 and 2014. She was also a Member of Parliament from her party, the Fidesz's National List between 2006 and 2010.She was a member of the Committee on Human Rights, Minority, Civic and Religious Affairs from 19 October 2006 to 5 May 2014.Ékes, wrote to the police to ban a gay pride event in Budapest, saying that homosexuality was a mental illness and demonstrators would scandalise people, as they did in previous years, when homosexual activists imitated sexual intercourse on stage and other activists were allegedly blasphemous. According to Ékes, the demonstrations would harm youngsters, whose school season was to start on the same day.


== References =="
15,"Katalin Ertsey (born 1966) is a Hungarian journalist and politician, member of the National Assembly (MP) from Politics Can Be Different (LMP) National List between 2010 and 2014.
She was a member of the Committee on Consumer Protection from May 14, 2010 to February 11, 2013 and from September 23, 2013 to May 5, 2014, and also a member of the Committee on Foreign Affairs from March 7, 2011 to May 5, 2014 (as Deputy Chairperson since September 23, 2013).In April 2011 Ertsey said about the new constitution that its fails to account for the constantly-changing family patterns of the 21st century and the couples planning to have children at a future date or single-parent families have not been mentioned in the constitution. She also called for more parliamentary representation for women. Later she said increasing the number of women was a basic need in a country where they account for 52 percent of society but have only 9 percent representation in parliament.Ertsey spoke against domestic violence in September 2012 responding to the assertion of MP István Varga who said there would be no domestic violence if women had four or five children instead of only one or two during a parliamentary debate.In November 2012, when MP Előd Novák inquired about all MPs' citizenships, Ertsey answered with irony: she said she had Israeli and Pirésian (a fictional people) citizenships and that she had obtained her Hungarian citizenship by buying it. In 2012, Ertsey suspended her party membership. She finally left the party in March 2013.


== References =="
16,"Erika Gulyás is a Hungarian politician who served as spokesperson of the Hungarian government from 2 August 2004 to 6 October 2004.


== References ==
Gulyás Erika az új kormányszóvivő"
17,"Szófia Havas (born Szófia Horn, 2 November 1955, Budapest) is a Hungarian politician and doctor.


== Biography ==
Havas graduated from the ELTE Miklós Radnóti school in Budapest in 1974, then in 1980, she graduated with a doctorate from Semmelweis University in their medical faculty, graduating cum laude.  In 1998, she became part of the Health Services Management department of the Corvinus University of Budapest.
She began her medical path at the Frigyes Korányi hospital, and in 1983, she was part the National Institute of Mental Health and worked both as a physician and as an assistant. Between 1984 and 1990, she worked at the Újpest Hospital auxiliary, and, between 1990 and 1996, at Bajcsy-Zsilinszky Hospital, and worked, as a lecturer, since 1999 as the Medical Director of Észak-Pesti Hospital.
In 1977, she joined the Hungarian Socialist Workers' Party (Hungarian Socialist Party since 1993) as a member where, since 1995, she worked at the Department of Health as an executive and party branch in Budapest and as President since 1996. From 1995 until 2002, she was a counsellor of the Ministry of Welfare. In December 1994 and October 1998, she was part of the municipal elections as an MP candidate, and was, on 20 October 2002, elected a Municipal Assembly member and vice chairman of the health committee. She represented the 2nd district of Budapest, where she is also a member of the Health and Sport Committee. On 10 September 2007, Dr. Tibor Bakonyi become her successor MP, and he is a Health Committee member since 17 September 2007. She is married, and the mother of two girls. Her father, Géza Horn, was a film director, and her uncle, Gyula Horn, was the former Prime Minister of Hungary. Sofia bears the surname of her stepfather.
In 2010, she was not part of the National Assembly; however, in the Hungarian local elections in 2010, the Hungarian Socialist Party was once again included in the Metropolitan Assembly.


== See more ==
Data profile at the homepage of Hungarian Socialist Party 
In the Parliament"
18,"Éva Hegedüs (born in Eger, Hungary on 13 September 1957) is an economist, the Chairman-CEO and majority shareholder through E.P.M. Ltd. of Gránit Bank.Since 2013, she has been a member of the Board of the Hungarian Banking Association, representing middle-sized and small banks. She has been General Secretary of the Magyar Közgazdasági Társaság (in English: Hungarian Economic Association) since 2014. In 2019 and in 2020, Forbes magazine recognised her as the most influential Hungarian businesswoman. Starting from June 15, 2019, she is the social chair of the Hungarian Water Polo Federation.


== Career ==
She graduated from the Budapest University of Economics with a major degree. Her first job was at the Ipargazdasági és Üzemszervezési Intézetben (in English: Institute of Industrial Economics and Business Administration), where she worked as a research fellow. Thereafter, her career continued in government institutions between 1981 and 1996. From 1993, she was Deputy Secretary of State in the Pénzügyminisztérium (in English: Ministry of Finance) and later even in the Gazdasági Minisztérium (in English: Ministry of Economy). She participated in the preparation of a number of Hungarian pieces of legislation, such as the Credit Institutions Act and the Bankruptcy Act. Later she joined the Földhitel- és Jelzálogbank (in English: Land Loan and Mortgage Bank) in 1997, where she became the Deputy Chief Executive Officer and organized the resumption of mortgage bond issuance in Hungary.Between 2000 and 2002, she was the Deputy State Secretary for Strategic and Energy Affairs at the Gazdasági Minisztérium  (Ministry of Economy) and was responsible for the regulation of the liberalization of the Hungarian energy sector and the regulation of housing loans. From 2002 to 2006 she headed the retail division of the Országos Takarékpénztár és Kereskedelmi Bank Rt. (OTP) and she became the president of the Housing Savings of the OTP Bank as well.
At the request of Sándor Demján, she took over the management of Gránit Bank in 2010. She has become the CEO and the Vice President of the Board of Directors there. She has been a shareholder since the start, and she became one of the largest private shareholders in 2015 following the share transaction concluded with Sándor Demján. The development of GRÁNIT Bank's digital business model is credited to Hegedüs. Under this model in July 2017, the bank, which primarily provides its services through electronic channels, launched a completely online account opening process using video identification.She is currently a member of the Board of the “Magyar Közgazdasági Társaság Pénzügyi Szakosztály” (in English: Finance Section of the Hungarian Economic Association). In 2020, at the assembly for renewal of the term of office, Éva Hegedüs was appointed Secretary General of the Hungarian Economic Association for the third consecutive time.In 2020, Hegedüs was elected a member of the Board of the Hungarian Banking Association for the third time.In 2020, she was re-elected social chairman of the Hungarian Water Polo Association for another term of four years.


== Awards ==
In 2015, at the ‘MasterCard - Bank of the Year’ awards, Éva Hegedüs was elected as Banker of the Year by Hungarian bank managers.
In 2016, Éva Hegedüs received the Female Manager of the Year award at the PWA Successful Women's Association Gala.
In 2017, Mihály Varga, Minister of National Economy recognised her decades-long outstanding work in the financial and banking sectors by giving her the “Magyar Gazdaságért” (For the Hungarian Economy) Award.
She has been included in Forbes’ list of the 50 Most Influential Women of Hungary four times; in 2019 and 2020, the magazine named her as The Most Influential Hungarian Businesswoman. In 2018, she ranked second and in 2017 third in the business category.
In 2020, she won the “Outstanding Volunteer for Financial Culture Development     Award” of Pénz7.
In July 2021, the Menedzserek Országos Szövetsége  awarded her the Manager of the Year 2020 Award.


== Family ==
Éva Hegedüs lives with her partner, she is the mother of two adult children.


== References =="
19,"Dr. Rózsa Hoffmann (born 22 January 1948) is a Hungarian politician and educator, Secretary of State for Education of the Ministry of National Resources from 2 June 2010 to 27 February 2013. She was appointed Secretary of State for Public Education on 28 February 2013, holding the office until June 2014.


== Career ==
She finished Kossuth Zsuzsa Grammar School in Budapest in 1966. She graduated as a French-Russian secondary school teacher from the Eötvös Loránd University (ELTE) in 1971. She received a dr.univ. degree in pedagogy from ELTE in 1985, which was converted to a PhD degree in 1996. She was a member of the ruling communist party of Hungary (MSZMP).
She worked as chief official for the Ministry of Cultural from 1972 to 1981, as deputy headmistress for Kaffka Margit Grammar School from 1981 to 1986, as headmistress for Németh László Grammar School from 1986 to 1997, for National Public Education and Estimate Exam Centre (OKÉV). She works as assistant professor and as head of institute for Faculty of Humanities of Péter Pázmány Catholic University from 1995. She is a general editor.
She was awarded several prizes: ""Eminent Pedagogue"" (1992), Apáczai-Csere János Prize (1995), ""For Budapest"" Prize (1996), Trefort Ágoston Prize and Széchenyi Scholarship (2001).
She tended several positions in the public life: National General Popular Education Council, National School-leaving Examination Board, Independent Teachers Forum, Teacher's Training Subcommittee of Hungarian Academy of Sciences, Németh László Association.
She joined Fidesz Hungarian Civic Party on 10 May 2003. She is a member of national presidium in the Cultural Branch, head of the Pedagogy Section.
In the 2006 parliamentary elections she obtained a mandate from national list. From 30 May 2006 she was a member of the Committee on Education and Science. In the next elections se won a seat from Győr-Moson-Sopron County regional list. Hoffmann was appointed Secretary of State for Education on 2 June 2010.


=== New education draft ===
In August 2010 she announced the government will take on a greater share of the funding of public education. Local governments will have to fund only 10-15% of schools' operating costs in the future, instead of the current 50%, and the central government will finance the rest, she also said. In other changes, she envisaged a career-for-life model for teachers and a professional supervisory and supporting system. Hoffmann said a review of the Bologna system has been launched and ""where professional demand justifies this"" Hungary will return to a unified and undivided system.


== References ==


== External links ==
Hoffmann Rózsa felel államtitkárként az oktatás területéért. HírTV.hu, 2010. május 31.
Hoffmann Rózsa honlapja
""Még kézzelfogható volt az ellenséges hangulat"" - interjú Hoffmann Rózsával - a hírszerző.hu interjúja. 22 November 2010.
Hoffmann Rózsa titkos melléklete 27 October 2011"
20,"Krisztina Hohn (born in Komló, Hungary on June 16, 1972) is a Hungarian politician of the New Start (Hungary). She has served as the mayor of Mánfa from 2006 to 2018. She currently serves as a member of parliament in the National Assembly of Hungary since 2018. She serves as the Vice-Chairman of the Parliamentary Committee on Budgets. In the 2018 parliamentary elections in Hungary, he represented the 2nd OEVK of Baranya County. Krisztina replaced György Gémesi.


== References =="
21,"Lívia Járóka (born 6 October 1974, in Tata) is a Hungarian politician. She is a Member of the European Parliament, first elected as part of the Fidesz list in 2004. Járóka is the second Romani (and the first Romani woman) ever elected to the European Parliament (after Juan de Dios Ramírez Heredia from Spain, who served from 1986 to 1999).Járóka grew up in Sopron, a town near Hungary's western border with Austria. Her father is ethnically Roma, her mother Hungarian. After getting an MA in sociology from the Warsaw campus of the Central European University on a scholarship from the Open Society Institute she went on to study anthropology in Britain, focusing on Romani issues and culture. In August 2003 she had a daughter and a son in 2007. In 2012 she finished her PhD in Social Anthropology at the University College London.Járóka has been criticized as an apologist for the treatment of Hungarian Roma by her party, Fidesz. She has also declined to criticize Fidesz' campaign against George Soros, and the party's attacks on her alma mater, the Central European University.


== Memberships ==
She is a member of the Committee on Women's Rights and Gender Equality and the Delegation for Relations with South Africa. She is a substitute member of the Committee on Employment and Social Affairs, as well the Delegation for Relations with the Korean Peninsula.In 2014 she retired as an MEP but returned on 15 September 2017 after Ildikó Gáll-Pelcz left the European Parliament. She was elected a Vice-President of the European Parliament on 15 November 2017. She was re-elected in that position on 3 July 2019. She served as Vice-President until 17 January 2022.


== Personal life ==
She is married and has two children.


== Other memberships ==
Roma Education Fund
High Level Group of Roma Diplomacy Program
European Roma Information Office
Prior Board Member of Open Society Institute, Roma Memorial University Scholarship Program


== Research activities ==
September 2000-April 2002: Ethnographic field research on assimilation tendencies of Roma in Hungary
May 1998-May 2001: Sociological research among Roma students of Gandhi Gimnazium, Hungary
2000 - 2003 University College of London, PhD research on ethnic relations and economics, identity and radicalisation in cultural self-representation of the young Roma in the 8. District, an urban slum in Budapest


== Awards ==
Elected Young Global Leader in 2006 by the Forum of Young Global Leaders and the World Economic Forum
2006 and 2013 Member of the European Parliament of the Year (MEP) award in the category of Justice and Fundamental Rights
Awarded the Romanian Foreign Ministry's Excellency Award for the Social Integration of Minorities in 2010
Awarded the Presidential Order of Merit of Hungary for her outstanding work during the Hungarian Presidency of the Council of the EU in 2011
Won the St. Adalbert Award of the Hungarian Association of Christian Intellectuals in 2011
Award of the ""Fundación Secretariado Gitano"" in 2012


== References ==


== External links ==
Official Website
Speech by Lívia Járóka at Second European Roma Summit
University College London student profile"
22,"Dr. Monika Karas (born 1960s) is a Hungarian journalist and jurist who served as President of the National Media and Infocommunications Authority (NMHH) from 19 August 2013 to 31 October 2021.Before her appointment, she was known as a defense lawyer for Magyar Nemzet, Lánchíd Rádió and Hír TV, Szárhegy-dűlő-Sárazsadány-Tokajhegyalja Kft. (the company in which Orbán Viktor and his wife had an interest), Árpád Habony, Antal Rogán, Magyar Fórum and Fidesz.Karas announced her resignation on 15 October 2021, with the effect on 31 October, citing finding new challenges. Media independent of government assessed the decision as a political machination, as the National Assembly with the pro-government two-third majority of Fidesz is able to elect her successor for nine years before the 2022 parliamentary election.


== References =="
23,"Virág Kaufer (born 1975) is a Hungarian politician, member of the National Assembly (MP) from Politics Can Be Different (LMP) National List between 2010 and 2012.She was a member of the Committee on Employment and Labour from 14 May 2010 to 1 February 2012. She also served as Chairperson of the Subcommittee for Rehabilitation since 19 July 2010. Kaufer resigned from her parliamentary seat in January 2012. She told MTI she would return her parliamentary mandate to focus on organising other forms of “resistance” in civil communities against the ""Orbán regime"". She was replaced by Bernadett Szél on 13 February 2012.
In March 2021, 24.hu reported she and her partner Nóra plan to adopt a child, which is increasingly difficult in Hungary for same-sex couples.


== References =="
24,"Zsófia Koncz (born 1990) is a Hungarian politician. 


== Personal life ==
Her father Ferenc Koncz died in 2020, and she replaced him in the National Assembly at the 2020 Tiszaújváros by-election.


== References =="
25,"Magdolna Lakatos-Sira (née Sira; born 22 September 1964) is a Hungarian politician, member of the National Assembly (MP) from Fidesz Szabolcs-Szatmár-Bereg County Regional List between 2010 and 2014. She was a member of the Committee on Youth, Social, Family, and Housing Affairs and Committee on Health from 14 May 2010 to 5 May 2014.She served as Mayor of Túristvándi between 1996 and 2014. She joined Fidesz in 2006. Later she joined Christian Democratic People's Party (KDNP) too in 2009. She was a member of the General Assembly of Szabolcs-Szatmár-Bereg County between 2006 and 2010. She has five children.


== Personal life ==
She is married and has five children.


== References =="
26,"Mónika Lamperth (born 5 September 1957 in Bácsbokod) is a Hungarian politician and jurist, who served as Interior Minister between 2002 and 2006, after that she became Minister of Local Government until 2007, while Ferenc Gyurcsány appointed her as Minister of Social Affairs and Labour.


== Personal life ==
She is married to Dr András Jegesy. They have a daughter, Vera and a son, András.


== References ==


== External links ==
Official website of Mónika Lamperth
Mónika Lamperth on the Hungarian government's site
Mónika Lamperth's profile on the Hungarian parliament's page
Biography on the MSZP's site"
27,"Dr. Erzsébet Lanczendorfer (born 20 January 1942) is a Hungarian physician and politician, member of the National Assembly (MP) from Fidesz–KDNP Győr-Moson-Sopron County Regional List between 2006 and 2014.


== Biography ==
After finishing secondary studies in Pápa in 1960, she graduated as a physician from the Faculty of Medicine of the Budapest Medical University (today Semmelweis University) in 1966. She specialized in internal medicine in 1971. Following the university she worked for the Department of Medicine as an assistant physician, later as a deputy physician and between 1975 and 1988 she was a GP at the City Clinic No. 14. From 1988 to 1992 she served as head physician of group in the Clinic of Győr-Moson-Sopron County Council.She was elected president of the Győr branch of the Christian Intellectuals' Alliance (KÉSZ). She had organized the KÉSZ round-table talks all over the country from 1997. She receives several prizes, including Győr City Jubilee Medal (1996), Silver Medal on the occasion of Hungary Culture Day (1998), Small Cross of the Order of Merit of the Republic of Hungary (1998).In the 2006 parliamentary election she was elected MP from the right-wing alliance's Győr-Sopron County Regional List. She was appointed a member of the Committee on Youth, Social and Family Affairs on 30 May 2006. She joined the Christian Democratic People's Party (KDNP) in 2007.


== Personal life ==
She is divorced and has three children from her marriage.


== References =="
28,"Boglár László is a Hungarian politician who served as spokesperson of the Hungarian government from 6 October 2004 to 12 September 2005. After that Ferenc Gyurcsány appointed her press officer of the Prime Minister.


== References ==
dunatv.hu"
