,articles
10,"Naïma Azough (born 1 April 1972 in Asdif, Morocco) is a Dutch politician for GreenLeft. From 2002 till 2010 she had been member of the House of Representatives, with a short break between 2003 and 2004 and a break because of maternity leave in 2009.
Azough studied English and German at the University of Antwerp and International Relations at the University of Amsterdam. During her studies in Antwerp she was involved in committees against the Vlaams Blok. She worked as journalist for the IKON and at the debate centre De Balie. Between 1999 and 2001 she worked for Rotterdam 2001, the organization which organized the activities surrounding Rotterdam's election as Cultural Capital of Europe in 2001.
In the 2002 elections she was elected to the House of Representatives. During the 2003 elections she was unable to keep her seat. Between 2003 and 2004 she returned to journalism, now presenting the VPRO's cultural magazine Kunst Moet Zwemmen (""Art has to swim"") and NMO's debating program De Dialoog (""The Dialogue""). In 2004, when Arie van den Brand's departure left a vacancy, she returned to parliament. Prior to the parliamentary elections of 2010, Azough was the parliamentary party's specialist on migration, home affairs and welfare. In 2010, she left public office.


== External links ==
Biografie on TweedeKamer.nl (archived version on the Wayback Machine)"
11,"Martine Baay-Timmerman (born 16 January 1958) is a Dutch politician. She was member of the House of Representatives of the Netherlands for 50PLUS between 29 October 2013 and 10 September 2014. She left the House of Representatives due to health issues and was replaced by Henk Krol. Since 28 March 2017 Baay-Timmerman is a member of the Senate.


== Career ==
Baay-Timmerman studied law at the Vrije Universiteit in Amsterdam, she later worked as a lawyer for twelve years.Since early 2009 Baay-Timmerman has been involved with 50PLUS, she was a secretary for the party between November 2011 and November 2012. She was third on the candidate list of 50PLUS for the 2012 elections.When House of Representatives member Henk Krol resigned on 4 October 2013, Baay-Timmerman, as first candidate on the list, was likely to become his successor. She entered the House on 29 October 2013. On 10 September 2014 she went on sick leave and was replaced by Henk Krol. In December 2014 it became clear that Baay-Timmerman would not return do the House of Representatives as she needed more time to recuperate from breast cancer.On 28 March 2017 Baay-Timmerman became a member of the Senate, she took over the seat from Martin van Rooijen who became member of the House.


== References =="
12,"Bente Becker (born 12 August 1985) is a Dutch politician serving as a member of the House of Representatives since 2017. She is a member of the People's Party for Freedom and Democracy (VVD).Following the 2023 general election, she served as vice-parliamentary leader of the VVD and as spokesperson for social integration, emancipation, and Dutch nationality law.


== Electoral history ==


== References ==


== External links ==
Official Website"
13,"Sandra Mariët Beckerman (born 31 March 1983) is a Dutch politician of the Socialist Party.


== Early life ==
She was born in Veenendaal. Beckerman is a PhD archaeologist, specialised in ceramic analysis, and studied and worked at the University of Groningen.


== Political career ==
Beckerman was a member of the Provincial Council of Groningen from 2007 to 2017.
She was elected to the House of Representatives in the 2017 general election. She was re-elected in 2021.


== Electoral history ==


== References ==


== External links ==
Dr. S.M. (Sandra) Beckerman, Parlement.com"
14,"Ybeltje Berckmoes-Duindam (born 11 February 1967) is a retired Dutch politician who served as a member of the House of Representatives from 9 November 2011 to 23 March 2017. A member of the People's Party for Freedom and Democracy (Volkspartij voor Vrijheid en Democratie – VVD), she replaced demissionary Ineke Dezentjé Hamming-Bluemink and was elected to a full parliamentary term during the 2012 Dutch general election. She did not seek reelection in the 2017 election.Born in Leiden, she previously served as a member of the municipal council of Den Helder from 2006 to 2011 with a brief interruption in 2010. She resides in Julianadorp, town part of the municipality of Den Helder.


== References ==


== External links ==
(in Dutch) Ybeltje Berckmoes-Duindam personal website
(in Dutch) House of Representatives biography"
15,"Jacoba Antonia Maria Joanna ""Joba"" van den Berg-Jansen (born 21 August 1958) is a Dutch politician who has served as a member of the House of Representatives since 7 September 2021. A member of the Christian Democratic Appeal (CDA), she previously held a seat in the House of Representatives from 23 March 2017 to 31 March 2021 and again from 29 April 2021 to 17 August 2021.


== Electoral history ==


== See also ==
2017 Dutch general election
2021 Dutch general election


== Notes ==


== References =="
16,"Vera Alida Bergkamp  (pronounced [ˈveːraː ʔaːˈlidaː ˈbɛr(ə)xkɑmp]; born 1 June 1971) is a Dutch politician. A member of the Democrats 66 (D66) party, she has been a member of the House of Representatives since 20 September 2012. On 7 April 2021, she was elected Speaker of the House of Representatives.


== Early life and education ==
Bergkamp was born in Amsterdam to a Dutch mother and a Moroccan father. At the age of 20, she adopted her mother's surname, because her father's surname was too difficult to write and to pronounce. Bergkamp studied human resource management at the Amsterdam University of Applied Sciences. She also holds a master's degree in public administration and political science from the Vrije Universiteit Amsterdam.


== Career ==
From 2008 to 2012, Bergkamp was the director of the human resources department of the Social Insurance Bank (SVB), a Dutch quango responsible for administering national insurance schemes. From 2010 to 2012, she chaired the LGBT rights organisation COC Nederland, as well as held a seat in the district council of Amsterdam-Centrum.In the 2012 general election, Bergkamp was elected into the House of Representatives as a member of D66. She was re-elected in 2017 and 2021. On 7 April 2021, she succeeded Khadija Arib as Speaker of the House of Representatives. On August 24 2023, Bergkamp announced in a letter that she would no longer stand for election and would leave national politics after the 2023 House of Representatives elections. She did not give an explicit reason for her departure.


== Personal life ==
Bergkamp is openly lesbian. She is married and has two children. She has a Dutch mother and a father is Moroccan. After the age of twenty, she took her mother's surname because her father's surname was 'complicated' 'to pronounce and write'.


== See also ==
2021 Speaker of the Dutch House of Representatives election


== References ==


== External links ==
Profile at Parlement.com (in Dutch)
 Media related to Vera Bergkamp at Wikimedia Commons"
17,"Magdalena Adriaantje (Magda) Berndsen-Jansen (born 4 May 1950) is a Dutch former politician and police officer, born in Leiden. As a member of Democrats 66 (D66) she was a member of House of Representatives of the Netherlands between 17 June 2010 and 1 November 2015. She focused on matters of safety, judiciary and police. She was replaced by Judith Swinkels.Berndsen was mayor of Obdam and Beverwijk, and acting mayor of Súdwest-Fryslân and Dongeradeel, and also corps chief of Gooi en Vechtstreek Police and Friesland Police.


== References ==


== External links ==

(in Dutch) House of Representatives biography"
18,"Maria Josefina Theresia Gabriëlle ""Marijke"" van Beukering-Huijbregts (born 30 December 1971) is a Dutch politician, who has served in the House of Representatives and who has been the Mayor of Nieuwegein since 2023. She is a member of the social-liberal party Democrats 66 (D66).
Before entering politics, she worked as a secretary in the Netherlands and abroad, and she later founded her own company. She became D66's sole member in the IJsselstein municipal council in 2006. When she was re-elected in 2010, Van Beukering became an alderwoman. She resigned in 2017 because of problems with the municipality's cooperation with Montfoort, but was re-appointed shortly after. She stepped down once more in November 2017, and subsequently worked as an independent advisor, mostly for organizations in the public sector.
She filled the seat of MP Rens Raemakers, who was on sick leave, for four months in 2020. Seven days later, she replaced MP Monica den Boer to become a permanent member of the House. Van Beukering lost re-election in 2021 but succeeded MP Sidney Smeets in April 2021. She became the Mayor of Nieuwegein two years later.


== Early life and education ==
Van Beukering was born on 30 December 1971 in Cuijk in north-east North Brabant. Her father was a school principal. She attended the Merletcollege for her secondary education and received a havo diploma. In 1989, she started a two-year training at the Schoevers European Secretarial Academy. Van Beukering has also done a postgraduate training in Public Leadership at the Vrije Universiteit Amsterdam in 2019.


== Early career ==
She started her career in 1991 as a secretary and archivist at the Ministry of Foreign Affairs, working successively in The Hague; Abidjan, Ivory Coast; and Brussels. In 1999, she got a new job as the assistant of the Head of Mission EU-Programme at the Customs and Fiscal Assistance Office in the Bosnian capital Sarajevo. She ended her foreign career of nine years in 2002, when she started working for a secondment agency. She was on assignment as a secretary at Commit Arbo BV, an arbodienst, for one year. She founded a secretarial services company called ""SECONDIE"" as its sole trader the following year.


== IJsselstein politics ==
She became a member of the municipal council of IJsselstein besides her job in May 2006, after her party had received one of the 23 seats during the elections. In 2007 and 2008, she also served as director and joint owner of the secretarial services company Co-Support BV.Van Beukering was re-elected as the D66's lijsttrekker with 1,334 votes during the March 2010 municipal elections. Her party received three seats in total. She became Alderwoman of Society in IJsselstein in April 2010, when D66 became part of the new executive board. Her portfolio included the project multifunctional sport facilities. Because of her new position, she stopped her activities at her company and vacated her seat in the council. During the 2014 elections, she was again the lijsttrekker of her party, which received a plurality in the council of five seats. She returned to the executive board as Alderwoman of People, a position with a portfolio highly similar to her previous one, with as special project ""the customer at the center and deregulation"".She stepped down on 8 February 2017 simultaneously with her colleague Vincent van den Berg (CDA) because it was revealed that a cooperation between the municipalities IJsselstein and Montfoort had cost €1.5 million more the year before than planned. This resulted in the fall of the executive board. Van Beukering's departure was planned thirty days later. Both municipalities had started to merge their civil services in 2014 in order to decrease spending on their bureaucracies, but problems had emerged resulting in a need for an estimated €1.7 million to resolve them. A motion of no confidence in the municipal council earlier had failed. During the formation of a new executive board, the coalition fell as well, as D66 wanted resigned alderpersons to return, while this was unacceptable to the VVD. D66, being the largest party in IJsselstein, formed a new coalition just over two weeks after the fall of the board. Van Beukering returned as Alderwoman of Economic Affairs.Van Beukering appeared on place 24 on the party list of D66 during the 2017 Dutch general election. She received 4,971 preferential votes, and her party won nineteen seats – not enough for Van Beukering to be elected to the House of Representatives.On 21 September 2017 she resigned from her position as alderwoman again together with two others. A report had come out the month before that criticized the information the executive board had given to the municipal council about the cooperation with Montfoort. This had resulted in the CDA leaving the coalition. Van Beukering resigned after a number of parties with a majority in the council threatened with a motion of no confidence. In turn, the three resigning alderpersons declared that the council had become ""sour"" and was making it impossible for the executive board to govern. D66 subsequently passed the opportunity to form a new executive board to the second biggest party. Van Beukering was D66's lijstduwer in IJsselstein in the 2018 and 2022 municipal elections.


== Post-alderwomanship ==
After her terms as alderwoman, she worked as an independent advisor. As such, she has served as a project manager at the Netherlands Red Cross (2018), a member of the supervisory board of social work provider Amfors Groep (2019–2020), a clean air coordinator for the region IJmond employed by the municipality Velsen (2019–2020), and a program manager at Breed Spectrum Aanbieders for child protection in Eemland (2019–2020).


== House of Representatives ==
On 22 January 2020 Van Beukering became a temporary member of the House of Representatives, replacing Rens Raemakers who was on sick leave due to an occupational burnout. She was the next person in line for a seat of D66 because of her place on the party list during the 2017 general election. Within the D66 caucus, she became the spokesperson in the areas of child protection, juvenile crime, child abuse, the Participation Act, poverty and debt policy, and caregivers. She became part of the parliamentary Committees for Finances; Social Affairs and Employment; and Health, Welfare and Sport.Raemakers returned to the House on 13 May 2020, ending Van Beukering-Huijbregt's membership of the body. However, a week later, D66 MP Monica den Boer left the House to take a job as professor. Van Beukering succeeded her and thus became a permanent member of the lower house. Her portfolio changed slightly: it now included security, but excluded juvenile issues. She was member of the Committees for Justice and Security and for Social Affairs and Employment.She was the 25th candidate on the D66's party list in the 2021 Dutch general election but lost her bid for re-election. Her party received 24 seats, and Van Beukering personally received 2,215 votes. However, MP Sidney Smeets resigned a few weeks after his installation, and Van Beukering filled the vacancy. She was installed on April 21. Her focus was on the labor market, self-employment, AOW, pensions, income policy, leaves of absence, benefits, occupational disabilities, the intersection of labor and health care, and labor conditions, and she was on the Committees for Health, Welfare and Sport, for Kingdom Relations, for Public Expenditure, and for Social Affairs and Employment. Van Beukering worked on a bill in early 2022 to increase the say participants have in how money is invested by their pension fund after the Council of State had advised on an earlier draft by D66. She took over that body's proposal to change the original bill's right of approval for participatants to a right of advise. She said that the bill could lead to more socially responsible investing.


== Mayor of Nieuwegein ==
After the Mayor of Nieuwegein – Frans Backhuijs – announced he would not seek a third term, Van Beukering was selected as his successor by the municipal council in April 2023. Van Beukering left the House of Representatives on 1 June, and she was sworn in as Nieuwegein's first female mayor four days later.


== Other positions ==
Besides her work as a politician, she served as the chair of the National Association First-Aid between May 2014 and June 2022. She did a training to become a first-aid instructor at the Dutch Organization Teachers First-Aid in Tilburg in 2005. Before being appointed chairwoman, she worked at the organization as its secretary (2004–2011) and subsequently as an advisor to the executive committee. She has written a first-aid manual together with Nico Schouten called EHBO Leren & Doen (""First aid learning & practicing""), that was published in 2012. A revised edition came out in 2016. Besides, she was member of the supervisory board of the ""Prins Hendrik Fonds"", an organization that distributes first aid subsidies, from 2017 until 2020.


== Personal life ==
Van Beukering is married to Sander van Beukering and has two daughters. She is a resident of IJsselstein, a town where she has lived since her return to the Netherlands from Sarajevo. She plays tennis and has been the chair of the tennis club IJTC Groenvliet since November 2017.


== Decorations ==
Order of Orange-Nassau
Knight (3 July 2020)


== References ==


== External links ==
M.J.Th.G. (Marijke) van Beukering-Huijbregts, Parlement.com"
19,"Ilse Bezaan (born January 1, 1968) is a Dutch politician affiliated to the Party for Freedom (PVV). 
Bezaan attended a hospitality management college in Maastricht before studying a law degree at the University of Amsterdam. She subsequently worked as a corporate lawyer. From 2006 to 2019 she also ran a yoga school. In 2015 she was elected for the PVV in the Provincial Council of North Holland. In 2019, Bezaan was elected a member of the Senate with preferential votes.


== References ==


== External links ==
(in Dutch) Parliament.com biography"
