,articles
10,"Anke Maria Flor Van dermeersch (born 27 October 1972) is a Belgian politician, former model and beauty pageant titleholder who was crowned Miss Belgium 1991. She has later been a politician for the Vlaams Belang party, being elected as a senator in 2003.


== Pageantry and law ==
Anke Van dermeersch rose to attention in Belgium during a modelling career, becoming Miss Belgium in 1991. She represented her country at Miss Universe 1992 where she placed Top 6. She thereafter completed a law degree and became a lawyer before eventually entering politics.


== Political career ==
Van dermeersch became a directly elected Belgian senator in 2003 for the far-right party Vlaams Blok, which was succeeded by Vlaams Belang in 2004. Since 2019, she has been a member of the Flemish parliament. She has also been the leader of a counter-jihad group called Women Against Islamisation.


== Notes =="
11,"Miranda Van Eetvelde (born 24 September 1959 in Zele) is a Belgian politician and is affiliated to the N-VA. She was elected as a member of the Belgian Chamber of Representatives in 2010, where she remained until 2019.


== Notes =="
12,"Reinilde Van Moer (born 21 November 1956 in Willebroek) is a Belgian politician and is affiliated to the N-VA. She was elected as a member of the Belgian Chamber of Representatives in 2010.


== Notes =="
13,"Valerie-Anne ""Valerie"" Van Peel (born 11 October 1979) is a Belgian politician, journalist and television presenter who is a member of the Member of the Chamber of Representatives for the New Flemish Alliance party.


== Biography ==
Van Peel studied communication sciences at Ghent University followed by a master's degree in journalism. She then worked for NRC Handelsblad in Rotterdam and as a reporter and presenter for Het Nieuwsblad and Actua TV. In the municipal elections of 2012, she was elected as councilor for the N-VA in Kapellen before resigning in 2019 to focus on her parliamentary functions. In the 2014 Belgian federal election, she was elected to the Member of the Chamber of Representatives for the Antwerp constituency. In 2021, she was appointed vice-chairwoman of the N-VA. Van Peel is a feminist but has written in support of scrapping positive discrimination in politics.


== References =="
14,"Frieda Leontine Mauritia Van Themsche (born 26 April 1955 – 16 March 2023) was a member of the Belgian federal parliament.


== 1955–2003 ==
Van Themsche was born in Uccle into a Flemish-nationalist family. Her father Karel and his twin brother fought on the side of the Waffen-SS on the Eastern Front during the Second World War. Her father lost a leg, his brother died.Her brother, Hans van Themsche's father, was a founding member of the Vlaams Blok. Hans Van Themsche has been convicted of several racist murders, which he committed in the city of Antwerp in the spring of 2006.
After marriage, Van Themsche moved to Harelbeke. Before going into politics, she was a teacher for seven years.


== 2003–2023 ==
Frieda Van Themsche was a member of parliament for Vlaams Blok from 2003 to 2007.
After her first speech to the Belgian Chamber of Representatives, Van Themsche pronounced the words ""België Barst"" ('Belgium must crack'). Then-chairman of the Chamber, Flemish Liberal Herman De Croo, gave the order to delete the words from the minutes of the parliamentary assembly.
On 14 September 2003, Van Themsche's son, Floris Vandenbroucke, was run over by a car in Kuurne. He died on the spot at the age of fifteen years. The offender committed a hit and run and was not found. The event spurred Van Themsche's interest in traffic regulations, road safety, and speeding. In May 2005, Van Themsche proposed to ban trucks from the roads on Sundays and public holidays.Van Themsche left federal politics in 2007. The immediate cause of her departure was the Virginia Tech massacre, which once again brought attention to the deadly excursion of her nephew Hans in Antwerp in 2006. Additionally, her pregnant daughter living with a man of Moroccan origin played a role.She was a councilor in the Harelbeke city council for Vlaams Belang from 2001 to 2012.


== References and sources ==


== External links ==
Vlaams Belang Kamerfractie
Stem Test (vlaams parlement) - Vlaams Blok - Frieda Van Themsche - West-Vlaanderen"
15,"Kristien Van Vaerenbergh (born 22 April 1978 in Halle, Flemish Brabant) is a Belgian politician and is affiliated to the N-VA. She was elected as a member of the Belgian Chamber of Representatives in 2010.In addition to her work in parliament, Van Vaerenbergh has been a member of the Belgian delegation to the Parliamentary Assembly of the Council of Europe (PACE) since 2010. As member of N-VA, she is part of the ECR. She currently serves as member of the Committee on Legal Affairs and Human Rights and the Sub-Committee on Human Rights.


== Notes =="
16,"Manuela Van Werde (born 8 April, 1959) is a Belgian actress, television presenter and politician from Flanders.


== Biography ==
Van Werde studied drama in Antwerp before attending the Studio Herman Teirlinck acting school. After graduating she appeared in the Flemish soap operas Het Park and Thuis. From July 2011 to January 2014, Van Werde presented the morning program Espresso on VRT.


== Political activities ==
In the 2014 Belgian regional elections, Van Werde announced she would stand for the Antwerp constituency in the Flemish Parliament for the New Flemish Alliance (N-VA) party. She was elected and sat on the committee for Culture, Media and Heritage. She was re-elected in 2019. Van Werde has also been a municipal councilor in Antwerp since 2018.


== References ==


== External links ==
IMDb page"
17,"Marleen Caroline Valère Vanderpoorten (born 21 July 1954) is a Belgian politician from Flanders and member of the Flemish Liberals and Democrats (VLD). She is the daughter of Herman Vanderpoorten and granddaughter of Arthur Vanderpoorten. She obtained a degree in history from the University of Ghent (Ghent, Belgium).
From 1999 to 2004 she was the Minister of Education in the Flemish Government. On 12 July 2006 she succeeded Norbert De Batselier as President of the Flemish Parliament, and on 13 July 2009 Jan Peumans succeeded her.


== Political career ==
Municipal Councillor in Lier (since 1989)
Alderman in Lier (1989–1995)
Mayor of Lier (1995–1999 and since 2004)
Provincial Councillor in Antwerp (1987–1991)
Member of the Flemish Parliament (1995–1999 and since 2004)
Minister of Education in the Flemish Government (1999–2004)
President of the Flemish Parliament (2006–2009)


== External links ==
Marleen Vanderpoorten - (Only available in Dutch)"
18,"Ann Vanheste (born 5 March 1969, in Veurne) is a Belgian politician of the sp.a.
Since 2010 Vanheste has been a member of the Chamber of Representatives.  Since 2013 she has also been mayor of De Panne, on behalf of the local list of DAS (De Panne Adinkerke Samen). Her father Willy Vanheste was also mayor of De Panne. She has been widely criticised for her stance on state interference in the stock market.


== References ==


== External links ==
Ann Vanheste website Archived 2014-02-01 at the Wayback Machine"
19,"Myriam Vanlerberghe (born 1961) is a Belgian politician and a member of the Socialistische Partij Anders. She was elected as a member of the Belgian Senate in 2007.


== Notes =="
20,"Patsy Vatlet is a Belgian politician who was elected as a Member of the European Parliament in 2019 but did not take her seat. She was replaced by Tom Vandendriessche.


== References =="
21,"Katja Verheyen (born 29 February 1980) is a Belgian politician active within the N-VA.
Verheyen has been a member of the Flemish Parliament since 2019. She replaced Jan Peumans who opted not to take his seat. Before her term in parliament, she served as chairwoman of the Jong N-VA chapter in Limburg.


== References =="
22,"Annelies Verlinden (born 5 September 1978) is a Belgian politician. As of 1 October 2020, she is the Minister of the Interior, Institutional Reforms, and Democratic Renewal in the De Croo Government led by Prime Minister Alexander De Croo. Verlinden is a member of the Christen-Democratisch en Vlaams party.


== References =="
23,"Goedele Vermeiren (born 8 February 1962 in Mortsel) is a Belgian politician affiliated with the N-VA. She became a member of the Flemish Parliament in 2010, replacing Sophie De Wit who took up her position as member of the Belgian Chamber of Representatives.


== Notes =="
24,"Inge Vervotte (born 27 December 1977) is a Belgian politician for the Christian Democratic and Flemish party (CD&V). She was Belgian federal minister for Civil Service and Public Enterprises in the Leterme I Government, which was in office in 2008 from 20 March to 30 December.Born in Bonheiden, she graduated in 1998 at the Katholieke Sociale Hogeschool in Heverlee as a social assistant. She started her professional career with the Confederation of Christian Trade Unions (ACV). She became known by the public when she defended the interests of the Sabena workers when their company went into liquidation on 6 November 2001.
She decided to become a politician, and chose for the CD&V party. In the federal elections in 2003, she was elected to the Belgian Chamber of Representatives. In 2004 she was elected again, this time to the Flemish Parliament.
In the summer of 2004, she was appointed the Flemish Minister for Welfare, Public Health and Family. She resigned on 28 June 2007. From 20 December 2007 to March 2008 she was a minister in the Belgian federal Verhofstadt III Government.
On 25 November 2009, she joined the Leterme II Government, once again as Belgian federal minister for Civil Service and Public Enterprises. On 23 August 2011 she announced her retirement from active politics, effective when the caretaker Leterme II government is replaced by a new government.


== References ==


== External links ==
 Media related to Inge Vervotte at Wikimedia Commons"
25,"Christiane Vienne (born 1951) is a Belgian politician and a member of the Parti Socialiste. She was elected as a member of the Belgian Senate in 2007.


== Notes =="
26,"Maria Vindevoghel (born 11 October 1957) is a Belgian shop steward in the Confederation of Christian Trade Unions and politician of the Workers' Party of Belgium.


== Biography ==
Maria Vindevoghel grew up in a farming family in West Flanders. At 20, she moved to Brussels at Molenbeek-Saint-Jean.Vindevoghel became an aircraft cleaner at Sabena. After the bankruptcy of this airline in 2001, she gained some notoriety as a spokeswoman for Sabena employees. Proceedings were brought before the Labour Court by the ex-Sabenians because the government Verhofstadt I would not have respected the social plan. The Belgian Government argued that the Federal Government had indeed made a mistake, but also put the 31 former employees of the bankrupt airline in the wrong.
She then became a cleaner at baggage handler FlightCare. In the summer of 2005, she was fired there, according to the management of FlightCare because of repeated violations of safety regulations. However, she managed to successfully challenge her dismissal at the labor court, with the judge stating that there was discrimination. From 2007 to 2017, Vindevoghel worked at the trade union ACV, where she focused on women's work and the aviation sector. She took early retirement in 2017. She also engaged with civil movement Heart over Hard.
In the federal elections, she appeared in the electoral district of Brussels-Halle-Vilvoorde with her own electoral list 'Movement for Action, Resistance and an Independent Alternative' (MARIA), which however did not reach the electoral threshold. The list received 4,298 preferred votes (0.51%) for the Chamber of Representatives in the Brussels-Halle-Vilvoorde constituency and 2142 (0.67%) in the Leuven constituency. In Schaerbeek in 2003, MARIA initially received 4096 additional votes because of a voting computer error caused by cosmic radiation. In the federal elections of May 2019, she was again a candidate as Lijsttrekker of the PVDA-PTB list in the constituency of Brussels-Capital. She became elected to the House of Representatives.
She claimed a commitment to feminism and anti-racism.


=== Federal deputy ===
In the federal parliamentary elections 2019, she was elected as a Workers' Party of Belgium member of parliament in the Chambre des représentants. She deals with issues related to mobility, public enterprises and federal institutions within the PTB group.


=== Parliamentary activities ===
On 20 June 2019, when taking the oath in the Chamber of Representatives, she mixed Dutch and French (""Ik zweer de observer de grondwet) so as not to choose one of the language groups. However, she was forced to take the oath again and did so in Dutch, joining the Dutch language group.On 19 March 2020, Vindevoghel, together with the Workers' Party of Belgium, New Flemish Alliance and Vlaams Belang groups in the House of Representatives voted against the confidence to the Wilmès II Government.


== Bibliography ==
Ik beschuldig... in naam van de Sabeniens; EPO; 2003; ISBN 9064452938
Fiche Maria Vindevoghel PVDA
Pardoen Tom; ""PVDA-verkozenen Nadia Moscufo en Maria Vindevoghel van de werkvloer naar het Parlement: 'Er heerst echt woede op straat, van wie weinig heeft tegen wie veel heeft'""; HUMO; 3 June 2019


== References =="
27,"Linda Vissers (born 5 February 1961) is a member of the Flemish Parliament from the right-wing, separatist Vlaams Belang party of Belgium.


== References =="
28,"Maria Bertha Charlotte (Mieke) Vogels (born 20 April 1954) Belgian politician from Flanders in the environmentalist party Groen!.


== Education ==
In 1978, Vogels earned a master's degree in Political and Social Sciences from the University Institution Antwerp (present University of Antwerp).


== Political career ==
1985 - 1995 : Member of the Belgian Chamber of Representatives
1995 - 1999 : Member of the city council of Antwerp
1995 - 1999 : schepen (alderman) of Antwerp
1999        : Senator of the Belgian Federal Parliament
1999 - 2002 : Flemish minister of well-being, health and equal opportunities
2002 - 2003 : Flemish minister of well-being, health, equal opportunities and development cooperation
2004 - 2006 : OCMW-council member (social services) in Antwerp
2004 -      : Member of the Flemish Parliament
2007 -      : Member of the district council in Deurne
2007 - October 2009 : Chairwoman of the party Groen!She quit as minister after her party Agalev was heavily defeated in the federal parliament elections of May 2003. She was succeeded by her fellow party member Adelheid Byttebier.
In October 2006 she was elected for the city council of Antwerp, as well as for the district council of Deurne. From 2007 on, she could only accept one of those mandates, and therefore she chose to continue in the district council.
In November 2007, she was elected as chairwoman of the party Groen!, where she succeeded Vera Dua.
After the elections for the Flemish Parliament in June 2009, her party had to deal with another disappointing outcome. Mieke Vogels decided to give up her position as chairwoman so that a younger generation could take over the lead. She was succeeded by Wouter Van Besien in October 2009. Vogels continues her work as member of the Flemish Parliament till the next elections in Belgium.


== Family ==
Vogels is a niece of Gaston and Louis Crauwels, two missionaries in the Belgian Congo who were killed during the Kongolo Massacre on New Year's Day in 1962.


== Works ==
Vogels, Mieke (2014). De rekening van de verzuiling (in Dutch). Lannoo Publishers. ISBN 9789401416788.


== References ==


== External links ==
 Media related to Mieke Vogels at Wikimedia Commons"
29,"Ulla Werbrouck (born 24 January 1972 in Izegem) is a Belgian former politician and judoka.
At the 1996 Summer Olympics, Werbrouck won the gold medal in the women's half-heavyweight category.In January 2007, Werbrouck joined the right-liberal List Dedecker party, newly established by her former trainer Jean-Marie Dedecker.
In the June 2007 federal elections, she was elected member of the Belgian Chamber of Representatives (2007–2009). At the 2009 Regional elections she was elected a member of the Flemish Parliament. In 2014, she was no longer up for reelection.


== References ==


== External links ==
 Media related to Ulla Werbrouck at Wikimedia Commons

Personal website
Profile at the website of the Flemish Parliament
Ulla Werbrouck at the International Judo Federation
Ulla Werbrouck at JudoInside.com
Ulla Werbrouck at AllJudo.net (in French)
Ulla Werbrouck at Olympics.com
Ulla Werbrouck at Olympedia
Ulla Werbrouck at The-Sports.org 
Judo Legends"
30,"Isabelle Weykmans (born 3 December 1979) is a Belgian politician of the Partei für Freiheit und Fortschritt (PFF). She has been Minister in the Government of the German-speaking Community since 2004 and is currently responsible for the areas of culture, employment and tourism.


== Early life and education ==
After graduating from high school, Weykmans studied political science at the Université de Namur and the Université libre de Bruxelles (ULB) until 2002. She then took a master's degree with a focus on international relations at the European Institutes in Berlin and Nice, which she completed in 2002 and 2003.
Weykmans then became an advisor to the Senator of the German-speaking Community Berni Collas (PFF) in Brussels. Weykmans was already politically active in the JFF (Youth for Freedom and Progress), the youth movement of the PFF, from 2000 onwards. In 2003 she became the movement's vice-president. On 13 June 2004, Weykmans ran for the first time on the PFF European list as a substitute candidate in third place.
During the negotiations to form a government with the Socialist Party (SP) and the regional party PJU-PDB (today ProDG), the PFF was awarded two out of four ministerial posts. One of these ministerial posts should be occupied by a woman. In July 2004, Weykmans was the first woman to hold a ministerial office in the DG's government, led by Karl-Heinz Lambertz (SP), and thus became Europe's youngest minister. There, she took over the areas of culture, media, monument protection, youth and sport.
Weykmans was able to successfully maintain her place in the government and coalition participation of the PFF in the subsequent elections in 2009 and 2014. Since 30 June 2014 she has been Vice Minister-President and Minister for Culture, Employment and Tourism in the government under Minister-President Oliver Paasch (ProDG).
At the local level, Weykmans was a member of the Eupen City Council from 2006 to 2009.


== Personal life ==
Weykmans is in a relationship with the French lawyer Mathieu Cagnault and has a daughter and a son with him.


== References ==


== External links ==
Official Website"
31,"Monique Willocq is a Belgian politician, member of the Centre démocrate humaniste.


== Political career ==
Political posts held:

Walloon MP and for the French Community since 3 July 2007
Communal councillor of Tournai


== External links ==
Site of the Parliament of the Brussels Walloon Community"
