,articles
10,"Marie Toussaint (born 27 May 1987 in Lille) is a French jurist and politician who was elected as a Member of the European Parliament in 2019.


== Early life and education ==
Born in Lille in 1987, Toussaint is the daughter of a sailor and a professor of economics in technical high school, both involved in the International Movement ATD Fourth World. She grew up in Bordeaux. After graduating, she joined Sciences Po through priority education agreements. She also holds a master's degree in international environmental law.


== Political career ==
At the age of 18, Tousaint entered politics at Europe Ecology – The Greens and became co-secretary of the Young Ecologists in 2011. At the same time, she volunteered for the Yasuní-ITT Initiative, launched by Ecuadorian President Rafael Correa for the preservation of Yasuni National Park.In 2015, Toussaint founded Notre affaire à tous, an NGO defending a right to climate justice. Together with Oxfam France, Greenpeace France and the Foundation for Nature and Man, their national climate justice campaign ""Affaire du siècle"" was launched on December 17, 2018 to sue the state for its inaction in the fight against global warming. The associated petition became the most signed in France in less than a week, collecting 2 million signatories in a month.


== Member of the European Parliament, 2019–present ==
During the 2019 European Parliament election, Toussaint was in fourth place on the EELV's list of candidates. She has since been serving on the Committee on Industry, Research and Energy.
In addition to her committee assignments, Toussaint is part of the Parliament's delegations for relations with the United States and to the Euro-Latin American Parliamentary Assembly (EuroLat). She is also a member of the European Parliament Intergroup on Anti-Corruption, the European Parliament Intergroup on Anti-Racism and Diversity, the European Parliament Intergroup on Climate Change, Biodiversity and Sustainable Development, the European Parliament Intergroup on Fighting against Poverty, the European Parliament Intergroup on LGBT Rights, the European Parliament Intergroup on the Welfare and Conservation of Animals and the Responsible Business Conduct Working Group.She is leading the EU’s environmental crime directive for the Greens in the Parliament and supports protection of the environment through criminal law, including ecocide being made a crime in the EU.


== Political positions ==
In May 2021, Toussaint joined a group of 39 mostly Green Party lawmakers from the European Parliament who in a letter urged the leaders of Germany, France and Italy not to support Arctic LNG 2, a $21 billion Russian Arctic liquefied natural gas (LNG) project, due to climate change concerns.


== References =="
11,"Élisabeth Toutut-Picard (born 17 December 1954) is a French politician of La République En Marche! (LREM) who was elected as a member of the French National Assembly in the 2017 elections, representing the 7th constituency of the Haute-Garonne department. She served until 2022. Picard contracted COVID-19 on 7 March 2020 during the COVID-19 pandemic.


== Political career ==
In parliament, Toutut-Picard served as member of the Committee on Sustainable Development and Spatial Planning. In addition to the committee assignment, she was part of the parliamentary friendship group with Algeria and New Zealand. In 2020, Toutut-Picard joined En commun (EC), a group within LREM led by Barbara Pompili.In 2022 Toutut-Picard was narrowly defeated in the second round National Assembly elections by Christophe Bex of LFI.


== Political positions ==
In July 2019, Toutut-Picard decided not to align with her parliamentary group's majority and became one of 52 LREM members who abstained from a vote on the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.


== See also ==
2017 French legislative election
2022 French legislative election


== References =="
12,"Laurence Trastour-Isnart (born 6 March 1972) is a French politician representing The Republicans.


== Political career ==


=== Career in local politics ===
Trastour-Isnart was elected municipal councilor of Cagnes-sur-Mer, a delegate for early childhood, from 1998 to 2001. From 2001 to 2017, she was deputy mayor. Between 2014 and 2016, she sits in the Nice Côte d'Azur metropolis.
In 2015, Trastour-Isnart was elected regional councilor for the Provence-Alpes-Côte d'Azur region on Christian Estrosi's list. She is vice-chair of the ""high school, apprenticeship, vocational training"" commission.


=== Member of the National Assembly ===
Trastour-Isnart was elected to the French National Assembly on 18 June 2017, representing Alpes-Maritimes's 6th constituency. In parliament, Trastour-Isnart is a member of the Defense Committee.In addition to her committee assignments, Trastour-Isnart serves as president of the France-Slovenia group  and vice-president of friendship groups with Sweden, Ireland  Peru, Brunei-Malaysia, Kazakhstan  and North Macedonia. She is also secretary of a dozen friendship groups, including the France-Monaco  and France-Finland friendship groups In addition, Trastour-Isnart participates in several friendship groups such with Israel, South Korea  or South Africa  She is also part of several international study groups such as the one on relations with the Holy See. or the one on questions related to the expansion of the Taiwanese economy Since 2022, Trastour-Isnart has also been a member of the French delegation to the Parliamentary Assembly of the Council of Europe (PACE). In the Assembly, he serves on the Committee on Social Affairs, Health and Sustainable Development.In the Republicans' 2017 leadership election, Trastour-Isnart endorsed Laurent Wauquiez as chairman.She lost her seat in the first round of the 2022 French legislative election.


== Personal life ==
Trastour-Isnart is married and has three children 


== See also ==
2017 French legislative election


== References =="
13,"Catherine Troendle (born 20 February 1961 in Mulhouse) is a member of the Senate of France, representing the Haut-Rhin department.  She is a member of the Union for a Popular Movement. From 2001 until 2017, she was mayor of Ranspach-le-Bas, in Haut-Rhin. Alongside Minister-President Hannelore Kraft, she serves as co-chairwoman of the German-French Friendship Group set up by the German Bundesrat and the French Senate.


== References ==
Page on the Senate website"
14,"Aurélie Trouvé (born 20 September 1979) is a French politician and anti-globalization activist. She was co-president of the Association for the Taxation of Financial Transactions and for Citizens' Action (Attac) from 2006 to 2012, then spokesperson for the association from 2016 to 2021.
Trouvé was the president of the “Parliament of the Popular Union” of the La France Insoumise party as part of Jean-Luc Mélenchon 's campaign in the 2022 French presidential election. She is an agricultural engineer by profession and graduated from the École Nationale Supérieure Agronomique de Toulouse (ENSAT) and a doctor in economics, she is a lecturer at AgroParisTech. She was elected a La France Insoumise Member of Parliament in the 2022 French legislative election for Seine-Saint-Denis's 9th constituency.


== Biography ==
Trouvé was born in Chauny in Picardy in 1979. Aurélie Trouvé grew up in Poulx (Gard) in a family politicized on the left which was linked to associative circles.She came to alter-globalization through an economics professor, Jacques Berthelot, she joined Attac Campus in 2002. She also obtained an engineering diploma at the National School of Rural Engineering, Water Resources and Forestry in 2003.In 2007, she completed a doctoral thesis in Economic Sciences at the University of Burgundy on European agricultural policies. She became a lecturer at Agrosup Dijon from 2007 to 2013, she travelled back and forth between Burgundy, Montreuil where she settled with her daughter and her partner, and Paris for her research activities. She has been a lecturer in economics at AgroParisTech since 2014 (UMR Prodig).She is involved at the local level in the Attac 21 group, of which she became vice-president in 2005, and in the Attac Campus Dijon group from 2002. She also becomes a member of the Local Social Forum 21, and of the commission on Europe. At the end of 2006, she moved to Grenoble.
She was elected for the first time to the board of directors of Attac France in June 2006. After the cancellation of the first ballot, she was re-elected in December 2006, at the top of all the candidates. The Board appoints her co-president, with Jean-Marie Harribey. Then she was re-elected again in December 2009 and designated by the Board as co-president with Thomas Coutrot.
On 6 June 2011, she announced her candidacy (which was inadmissible due to not being presented by the French government) for the general management of the International Monetary Fund following the resignation of Dominique Strauss-Kahn.Her work published by Fayard in 2015 was entitled, Le business est dans le pré, which appeared in very different publications, academic like the journal Revue Projet. It also appeared in media like Alternatives économiques and France Culture or activists like the website of the Confédération paysanne.In 2016, she was appointed spokesperson for Attac. In 2020, during the confinement period, it presented an economic plan to emerge from the crisis of the COVID-19 pandemic prepared by Attac and a collective of anti-liberal associations. In 2021, she left Attac to lead a reflection on the re-composition of a radical left political force in France.In December of the same year, as part of the campaign for the 2022 French presidential election, she joined the campaign of La France insoumise, supporting the candidacy of Jean-Luc Mélenchon and became president of the parliament of the Popular Union. As part of the 2022 French legislative elections, she was the NUPES candidate in Seine-Saint-Denis's 9th constituency to succeed Sabine Rubin, the outgoing MP for La France Insoumise who stood down. She was elected in the second round on 19 June 2022 with 69.24% of the votes cast, or 27.51% of those registered to vote.
On 30 June, she was elected secretary of the Economic Affairs Committee of the National Assembly.


== Bibliography ==
Le business est dans le pré, Paris, Éditions Fayard, coll. « Témoignages/Doc/Actu », 2015, 220 p. ISBN 978-2-213-67887-0
Le Bloc arc-en-ciel : pour une stratégie politique radicale et inclusive, Paris, La Découverte, 2021, coll. « Petits cahiers libres », 168 p. ISBN 9782348068713


== References ==


== External links ==
Aurélie Trouvé, sur le site de ATTAC France


== See also ==
List of deputies of the 16th National Assembly of France"
15,"Frédérique Tuffnell (born 29 June 1956) is a French politician who served as a member of the French National Assembly from 2017 to 2022, representing the department of Charente-Maritime. From 2017 until 2020, she was a member of La République En Marche! (LREM). In May 2020, she was one of the 17 initial members of the short-lived Ecology Democracy Solidarity group in the National Assembly.


== Political career ==
In parliament, Tuffnell served on the Committee on Sustainable Development and Spatial Planning. In addition to her committee assignments, she was a member of the French-Indian Parliamentary Friendship Group and the French-Sri Lankan Parliamentary Friendship Group.In February 2020, Tuffnell left LREM, expressing frustration over the way the government was forcing through its radical reform of the pension system and failing to address environmental issues. In May 2020, she was one of the 17 initial members of the new Ecology Democracy Solidarity group in the National Assembly.
By mid-2021, Tuffnell announced that she would not stand in the 2022 elections but instead resign from active politics by the end of the parliamentary term.


== Political positions ==
In April 2018, Tuffnell joined other co-signatories around Sébastien Nadot in officially filing a request for a commission of inquiry into the legality of French weapons sales to the Saudi-led coalition fighting in Yemen, days before an official visit of Saudi Crown Prince Mohammed bin Salman to Paris.


== See also ==
2017 French legislative election


== References =="
16,"Cécile Untermaier (born 28 December 1951) is a French civil servant and politician from the Socialist Party. She has been the member of the National Assembly for Saône-et-Loire's 4th constituency since 2012.


== See also ==
List of deputies of the 14th National Assembly of France
List of deputies of the 15th National Assembly of France


== References ==


== External links ==
Official website"
17,"Hélène Vainqueur-Christophe (born 6 May 1956 in Trois-Rivières, Guadeloupe) is a French politician of the Socialist Party who was elected to the French National Assembly on 10 June 2012 (as the supplementary candidate for Victorin Lurel) representing the 4th constituency of the department of Guadeloupe.
She was re-elected in the 2017 election, but did not contest the 2022 legislative election, which was won by Élie Califer, also of the Socialist Party.


== References =="
18,"Isabelle Valentin (born 20 January 1962 in Le Puy-en-Velay) is a French politician of the Republicans who has been serving as a member of the National Assembly since 28 June 2017, representing the 1st constituency of Haute-Loire.


== Political career ==
Valentin was elected a Rhône-Alpes regional councillor in 2010 and then an Auvergne-Rhône-Alpes regional councillor in 2015.
In parliament, Valentin has been a member of the Committee on Social Affairs.


== Political positions ==
In the Republicans' 2017 leadership election, Valentin endorsed Laurent Wauquiez as the party's chairman. In the run-up to the Republicans’ 2022 convention, she supported Éric Ciotti as new chairman.


== References =="
19,"Alexandra Valetta-Ardisson (born 7 June 1976) is a French politician of La République En Marche! (LREM) who served as a member of the French National Assembly from 2017 to 2022, representing the department of Alpes-Maritimes.


== Political career ==
In parliament, Valetta-Ardisson served as member of the Committee on National Defense and the Armed Forces. In addition to her committee assignments, she is part of the parliamentary friendship groups with Italy, Monaco and the United Arab Emirates.In July 2019, Valetta-Ardisson voted in favour of the French ratification of the European Union’s Comprehensive Economic and Trade Agreement (CETA) with Canada.She lost her seat in the second round of the 2022 French legislative election to Alexandra Masson from the National Rally.


== See also ==
2017 French legislative election


== References =="
