,articles
10,"Joanna Beata Borowiak (born 20 August 1967) is a Polish politician. She was elected to the Sejm (9th term) representing the constituency of Toruń. She previously also served in the 8th term of the Sejm (2015–2019). She lived for many years in the city of Włocławek in the province. Kuyavian-Pomeranian Voivodeship.


== References =="
11,"Anna Borucka-Cieślewicz (born 26 October 1941, in Zygmuntowo) is a Polish politician, member of the Law and Justice party. She was elected to Sejm on September 23, 2001 (she was a deputy between 24 June 2004 and 18 October 2005, during 4th convocation of the Sejm).Borucka-Cieślewicz graduated from the Faculty of Mathematics, Physics and Chemistry of Adam Mickiewicz University in Poznań, then obtained a doctorate in mathematical sciences. She worked as a university teacher and belonged to the Polish Mathematical Society.


== References =="
12,"Barbara Borys-Damięcka (2 November 1937 – 9 June 2023) was a Polish politician, theatre and television director. 
Borys-Damięcka was elected to the Senate of Poland (10th term) representing the constituency of Warsaw. She also served in the 7th, 8th and 9th terms of the Senate of Poland.
Borys-Damięcka died on 9 June 2023, at the age of 85.


== Electoral results ==


== Notes ==


== References =="
13,"Bożena Teresa Borys-Szopa (born 11 March 1954) is a Polish trade union activist and politician. She was the chief labour inspector (2006–2008), minister in the Chancellery of the President (2009–2010), and minister of family, labour and social policy (2009).
While working for President Lech Kaczyński, Borys-Szopa focused on social dialogue and labor law. She was part of the regional legislature in the Silesian Voivodeship, and is now in her second term as an MP.


== References =="
14,"Beata Maria Bublewicz (born 26 February 1975 in Olsztyn) is a Polish politician.  She was elected to Sejm on 25 September 2005 getting 5,198 votes in 35 – Olsztyn for Civic Platform.
She is the daughter of late rally driver Marian Bublewicz.


== See also ==
Members of Polish Sejm 2005-2007


== External links ==
Beata Bublewicz - parliamentary page - includes declarations of interest, voting record, and transcripts of speeches."
15,"Barbara Ewa Bubula (born 4 March 1963 in Kraków) is a Polish politician. She was elected to Sejm on 25 September 2005, getting 2832 votes in 13 Kraków district as a candidate from the Law and Justice list.


== See also ==
Members of Polish Sejm 2005-2007


== External links ==
Barbara Bubula - parliamentary page - includes declarations of interest, voting record, and transcripts of speeches."
16,"Agnieszka Buczyńska (born 22 September 1986 in Tczew) is a Polish politician for Poland 2050, and a native of the ethnocultural region of Kociewie. She has been a Member of the Sejm since 2023.


== Biography ==
Buczyńska holds a bachelor's degree in political science from the University of Gdańsk and a master's degree in sociology from Collegium Civitas. She is an advocate for volunteering and civil society projects and has stated that one of the reasons she entered politics was in order to give non-governmental organisation's a voice.In 2019 Buczyńska was standing on stage nearby the Gdańsk mayor Paweł Adamowicz when he was murdered during the finale of the Great Orchestra of Christmas Charity concert. Following a police investigation she was charged with failure to fulfill official duties and endangering event participants in February 2020. Buczyńska was later acquitted of all the charges brought against her.


== Political career ==
Following the 2023 election Buczyńska was appointed as the minister for civil society.


== References =="
17,"Margareta Budner (born 11 June 1975) is a Polish politician. She was elected to the Senate of Poland (10th term) representing the constituency of Konin. She was also elected to the 6th term and 9th term of the Senate of Poland.


== References =="
18,"Bożenna Bukiewicz, née Lickiewicz [bɔˈʐɛnna buˈkjɛwʲit͡ʂ]  (born 14 February 1952 in Żary) is a Polish politician. She was elected to the Sejm on 25 September 2005 getting 11,237 votes in 8 Zielona Góra district as a candidate from the Civic Platform list.


== See also ==
Members of Polish Sejm 2005–2007


== External links ==
Bożenna Bukiewicz - parliamentary page - includes declarations of interest, voting record, and transcripts of speeches."
19,"Teresa Zuzanna Ceglecka-Zielonka (born 8 March 1957 in Namysłów) is a Polish politician. She was elected to the Sejm on 25 September 2005, getting 5280 votes in 21 Opole district as a candidate from the Law and Justice list.


== See also ==
Members of Polish Sejm 2005-2007


== External links ==
Teresa Ceglecka-Zielonka - parliamentary page - includes declarations of interest, voting record, and transcripts of speeches."
20,"Małgorzata Chmiel (born 1 May 1953) is a Polish politician. She was elected to the Sejm (9th term) representing the constituency of Gdańsk. She previously also served in the 8th term of the Sejm (2015–2019).


== References =="
21,"Dominika Małgorzata Chorosińska (née Figurska; born 28 December 1978 in Elbląg) is a Polish politician from Law and Justice and former actress. She has been a Member of the Sejm since 2019. She also served as Minister of Culture and National Heritage for two weeks from 27 November to 13 December 2023.


== Filmography ==
Egzekutor (1999)
Skok (1999)
6 dni strusia (2000)
Enduro Bojz (2000)
Nie ma zmiłuj (2000)
Zostać miss (2001)
M jak miłość (2002–2008)


== References ==


== External links ==
Dominika Figurska at filmpolski.pl
Dominika Chorosińska at IMDb"
22,"Daniela Jadwiga Chrapkiewicz (born 9 March 1948 in Starogard Gdański) is a Polish politician. She was elected to the Sejm on 25 September 2005, getting 3,657 votes in 25 Gdańsk district as a candidate from the Law and Justice list.


== See also ==
Members of Polish Sejm 2005-2007


== External links ==
Daniela Chrapkiewicz - parliamentary page - includes declarations of interest, voting record, and transcripts of speeches."
23,"Alicja Paulina Chybicka (born 10 May 1951) is a Polish politician. She was elected to the Senate of Poland (10th term) representing the constituency of Wrocław.


== References =="
24,"Zofia Czernow (born 1950) is an economist and Polish politician. Previously involved in local politics in Jelenia Góra, she was elected to the Sejm,  lower house of the Polish parliament, in 2011, 2015, 2019.


== References =="
25,"Teresa Czerwińska (born September 7, 1974) is a Polish economist originally from Latvia. Since 2020, she has served as a vice president of the European Investment Bank.


== Early life and education ==
Czerwińska was born in Daugavplis, Latvian Soviet Socialist Republic. She is the daughter of two Latvian Poles — Bronisław and Ludmiła Tumanowski. As a child, she was active within the Association of Poles, where she served as a scout. She was awarded a scholarship for being a part of the Polish diaspora, which inspired her to leave Daugavplis in order to begin her studies in Poland.Czerwińska graduated from the University of Gdańsk in 1997 with undergraduate degrees in Social Sciences and management. She began her doctoral dissertation on the investment activity of insurance companies and their effects on the capital market in Poland, which she successfully defended her in 2000.
Czerwińska earned her PhD in economics from the University of Gdańsk. She served as an associate professor at the University of Gdańsk and then at the University of Warsaw. She is a specialist in the field of risk management within financial institutions and markets.


== Career ==
In 2011, Czerwińska was offered a position as an associate professor within the Department of Financial Systems of Economics and within the Department of Management. Between 2015-2018, she was the secretary in the Polish Academy of Sciences for the Committee on Financial Sciences.
In 2015, she became the Undersecretary of the State in the Ministry of Science and Higher Education. Within her role, Czerwińska was responsible for many areas within the department. She helped with the development and implementation of a new mechanism that uses algorithms to allocate budget subsidies for public universities. This improved the efficiency of how funds were spent and the implementation of quality solutions for financing universities. Then, in 2017, Czerwińska was appointed Undersecretary of the State in the Ministry of Finance, where she was responsible for the preparation and implementation of state budget, and also handling funds from the European Union.In 2018, Prime Minister Mateusz Morawiecki appointed Czerwińska to be the minister of finance. Until her appointment, Morawiecki had occupied that role in conjunction with being the Prime Minister.In March 2019, daily newspaper Puls Biznesu reported that Czerwińska was considering stepping down over plans by the PiS party to increase spending by up to $10 billion, focusing on child subsidies, state pensions and transport infrastructure as part of its campaign for parliamentary elections; a government spokesperson later said that Czerwińska had in fact not submitted her resignation. Shortly after, she was replaced with her deputy Marian Banaś as part of a cabinet reshuffle.From 2019 to 2020, Czerwińska served as a member of the Management Board of the National Bank of Poland.


=== European Investment Bank, 2020–present ===
Czerwińska has been serving as a Vice President of the European Investment Bank (EIB) in 2020. At the EIB, she has worked on several portfolios including affordable housing, addressing climate change, and aid to Ukraine.In 2023, the government of Prime Minister Mateusz Morawiecki nominated Czerwińska as Poland's candidate to succeed Werner Hoyer as president of the EIB; however, the position ultimately went to Nadia Calviño.


== Publications ==
Czerwińska has co-authored numerous scientific publications and academic textbooks on macroeconomics, insurance, and investment management. She has analyzed expert opinions in the field of financial management, the risks within financial institutions, and socially responsible investing.
Selected publications:

Rynek kapitałowy – regulacje i fundamenty (współredaktor), 2018,
Ryzyko instytucji finansowych. Współczesne trendy i wyzwania (współautor), 2016,
Rynek kapitałowy – efektywność i ryzyko (współredaktor), 2016,
Ubezpieczenia (współautor), 2016,
Makroekonomia (podręcznik akademicki, współautor) 2015,
Inwestowanie na rynku kapitałowym: rynek po kryzysie (współredaktor), 2015,
Rynek kapitałowy wobec wyzwań dekoniunktury (współautor), 2014,
Polityka inwestycyjna instytucji ubezpieczeniowych. Istota – uwarunkowania – instrumenty, 2009,
Towarzystwa ubezpieczeniowe na rynku kapitałowym w Polsce, 2003.


== References =="
26,"Dorota Czudowska (born 2 February 1953) is a Polish politician. She was elected to the Senate of Poland (10th term) representing the constituency of Legnica.


== References =="
27,"Lena Dąbkowska-Cichocka  is a Polish politician. She is a member of the Sejm and the Parliamentary Assembly of the Council of Europe (PACE).


== Biography ==
Lena Dąbkowska-Cichocka was born in Moscow on November 23, 1973. Formerly a member of Law and Justice, she is a member of Poland Comes First in Poland and the European Democrat Group in the PACE.


== References =="
28,"Anna Dąbrowska-Banaszek (born 14 April 1961 in Chełm) is a Polish doctor, and member of the IX Sejm. She is associated with Agreement, a social-conservative economic-liberal party.


== References =="
29,"Danuta Małgorzata Dmowska-Andrzejuk (born 1 March 1982) is a Polish politician, former fencer and World Épée Champion 2005. In the years 2019-2020, she served as the Minister of Sport in the Second Cabinet of Mateusz Morawiecki.


== Early life and education ==
In 2001, she graduated from the XLV Romuald Traugutt's Lyceum in Warsaw, Poland. She studied at the Józef Piłsudski University of Physical Education.


== Sports career ==
Dmowska started fencing when she was ten years old. At first, she fought with foil but at the age of twelve she started training with épée. In January, 2005, she was second in the World Cup Competition in Prague. In June, 2005, she was third in the World Cup Competition in Barcelona. In October, 2005, she achieved her greatest success in her career so far, at the World Championship in Leipzig, she won the individual Gold Medal. In the final, she beat the Estonia fencer, Maarika Võsu. In November, 2005, she came second in the Fencing Masters Tournament in Levallois, Paris, losing to the 2004 Olympic silver medalist, the French fencer, Laura Flessel-Colovic. The world's top eight women fencers took part in the tournament. She took 28th place in the European Championship 2005 in Zalaegerszeg.Dmowska was a member of the Legia Warsaw sports club. She represented Poland as a junior and as a senior. In national competitions, she has won the Polish Junior Individual National Championship, the Polish Senior Individual National Championship, the Polish Senior Team Championship, the Polish Youth Cup and the Polish Senior Cup. She has won the Polish Championship in Épée in 2004 and 2006.


=== Competition record ===


== Political career ==
On December 5, 2019, she was appointed the Minister of Sport by the President of Poland. She was dismissed from office on October 6, 2020 due to the liquidation of a separate ministry. In the same month, she became the Prime Minister's plenipotentiary for the creation of the National Sports Center (Narodowe Centrum Sportu). In April 2021, the Minister of State Assets, Jacek Sasin, appointed her as a social advisor and chairman of the team for sports sponsorship by State Treasury companies.


== Personal life ==
In 2007, she married a fencer Robert Andrzejuk.


== References =="
30,"Barbara Dolniak (née Przyłucka; born 21 September 1960) is a Polish politician who currently serves as the Deputy Marshal of the Sejm of the Republic of Poland, a position she has held since 2015. She graduated with a law degree from the University of Silesia in Katowice. In her postgraduate studies, she graduated with a focus in European Union Law and Judicial Application. After graduating, Dolniak became a lawyer and a judge in the District Court of Katowice, and served in that role for 30 years.She married Grzegorz Dolniak, who was a member of the Sejm for five years. He died on 10 April 2010, a casualty of the Tupolev Tu-154 crash. After his death, Barbara started the ""Sportowa Szansa"" foundation in his honor, which provides scholarships to young athletes of Poland. In 2011, she ran for the Senate of Poland as an independent candidate. She finished second out of eight candidates with 34,890 votes, losing to Zbigniew Meres's 47,820 votes. In 2015, Dolniak ran for the Sejm as a member of the Modern party. She received 15,752 votes in the election, which was enough to earn her a spot on the Sejm.After being elected to the Sejm, Dolniak was named a Deputy Marshal, and serves on the Committee on Justice and Human Rights. She had spoken out about proposed reforms to the National Council of the Judiciary, stating that while reforms are needed, having politicians choose judges rather than judges themselves is a step in the wrong direction.


== Personal life ==
She was the wife of the politician Grzegorz Dolniak who died in 2010 in the crash of the Polish Tu-154 aircraft in Smolensk, Russia. She has a daughter, Patrycja, who works also as lawyer. She lives in Będzin.


== References =="
